,LLC-load-misses,ref-cycles,bytes,LLC-store-misses,blocks,LLC-loads,instructions,cycles,LLC-stores,pkg_pwr,ram_pwr,power
52,5238,215198321,0,526,0,967359,141154094,143124609,50162,22.05,5.06,93.9
53,1805,149733982,0,361,0,782843,105196419,125059470,20429,22.06,5.0,93.9
54,4172,224942844,0,507,0,1107175,115174680,144183661,50173,22.15,5.06,93.8
55,1382,150914598,0,286,0,750995,117913882,134616404,30557,22.03,5.02,93.8
56,1739,193189868,110592,512,216,953466,127678785,128449170,47113,22.15,5.06,93.8
57,852,155176461,0,370,0,638396,111989421,129586702,40781,22.01,4.97,93.8
58,1344,209941224,0,132,0,957984,150764289,150614336,33286,22.11,4.99,93.7
59,1450,172919215,0,56,0,734019,106258274,134605388,42955,22.1,4.96,93.7
60,1213,211869825,0,74,0,928153,117766501,151853156,54596,22.12,5.02,93.7
61,7100,206007346,110592,4768,216,766025,103948173,115540494,45940,22.14,5.1,93.7
62,9558,275613373,22282240,1133,43520,1164824,150539683,181092239,51104,22.2,5.15,93.7
63,6001,180223842,0,2099,0,828773,124883076,103967808,40789,22.14,5.17,93.6
64,61916,242630965,0,1782,0,901247,207947858,207492166,41949,22.14,5.18,93.6
65,1640,158350410,0,155,0,724697,96538339,127914791,36354,21.99,5.05,93.6
66,74152,234002504,196608,246,384,1078807,146505776,185690655,38854,22.15,5.14,93.6
67,1459,166145740,0,240,0,710708,107553073,146642217,49814,21.9,5.04,93.6
68,6071,225352821,0,2862,0,922963,136784820,146032988,44912,22.06,5.06,93.6
69,1608,188275249,0,1484,0,708152,121189381,136130470,60299,22.06,5.04,93.6
70,1591,210677465,0,132,0,839424,117672065,123466218,59635,22.07,5.05,93.6
71,4664,175486859,110592,808,216,792350,131480515,144725642,43669,22.05,5.05,93.6
72,2065,204092451,0,69,0,925188,127363133,139219494,38591,21.96,5.06,93.6
73,1632,152496904,0,181,0,720558,85156103,108641681,47907,21.97,5.02,93.6
74,4472,193316060,0,185,0,946973,119963231,90842800,48414,22.08,5.05,93.7
75,3177,167630930,0,604,0,766568,107916806,105375744,26435,22.0,4.99,93.7
76,1928,201474361,110592,69,216,918481,150613432,187484048,42159,22.05,4.99,93.7
77,5172,161687967,143360,554,280,631945,129028731,143694571,33581,22.04,5.02,93.7
78,37756,232254834,0,286,0,1017493,148858250,142286834,43636,22.27,5.1,93.7
79,4660,181992949,0,114,0,859454,145739978,151505172,45394,22.16,5.06,93.7
80,6289,245060439,0,3663,0,1065457,174963684,176890646,70818,22.24,5.11,93.7
81,27531,156815535,110592,229,216,755232,114943739,135518353,39771,22.2,5.07,93.7
82,5475,219422575,0,175,0,885000,147825069,172146408,60758,22.22,5.03,93.7
83,2884,203776570,0,1127,0,790839,128152390,139545969,54398,22.25,5.05,93.7
84,3939,221537992,0,169,0,810304,149623781,184727755,64331,22.13,5.06,93.7
85,999,163090139,0,92,0,546520,106872399,135354575,54625,22.23,5.04,93.7
86,1740,184625179,110592,150,216,765043,108944214,146393615,48543,22.27,5.01,93.6
87,7320,218588965,0,117,0,988407,140022754,153060792,42977,22.35,5.06,93.6
88,3600,180887868,0,118,0,715604,109302695,98384584,50220,22.14,5.02,93.6
89,2873,199034903,0,119,0,917277,135471319,166831637,23841,22.23,5.08,93.6
90,1242,156896890,0,249,0,706421,102555019,113478724,44519,22.11,5.01,93.7
91,3068,230614149,110592,193,216,967604,153450155,178916741,36759,22.21,5.07,93.7
92,5021,200174993,20361216,123,39768,753415,123318863,145149533,53204,22.3,5.03,93.7
93,1089,202162799,0,49,0,907653,125665963,136603923,45210,22.19,5.04,93.7
94,2410,175513573,0,60,0,775996,101958414,125387193,26561,22.19,5.0,93.7
95,1487,197979529,0,78,0,981408,124874272,138377433,34412,22.12,5.03,93.7
96,2436,169611898,253952,1127,496,750805,119257440,139660372,46106,22.18,5.06,93.7
97,1220,209417193,0,297,0,860703,144160165,121283258,37255,22.2,5.04,93.7
98,1032,164232412,0,93,0,783778,119887102,140649317,53785,22.13,4.97,93.7
99,1432,202838395,0,261,0,929027,156700124,184148221,21824,22.21,5.0,93.7
100,932,168718298,0,90,0,714099,110362379,122460542,44627,22.08,4.97,93.7
101,1996,218461733,110592,143,216,1050615,121063904,128302928,51182,22.23,5.03,93.7
102,1332,183902378,0,227,0,870946,129091550,149608183,36014,22.04,4.99,93.6
103,1026,208419428,0,112,0,878572,141896689,155718829,43366,22.23,5.04,93.7
104,1786,180948622,0,146,0,764244,131099119,142766194,29139,22.07,4.97,93.6
105,12081,547382044,0,264,0,3062588,762663895,516458581,271667,23.92,5.28,93.6
106,6072,238063631,113664,166,222,1055550,158003749,202503929,53159,22.2,5.06,93.6
107,2290,186197317,0,376,0,803462,137377097,168363493,49981,22.15,5.01,93.6
108,2019,213497957,0,77,0,988373,153084339,163739061,29581,22.25,5.06,93.6
109,998,177838390,0,93,0,746988,96012426,109760166,41778,22.19,4.97,93.6
110,3163,227928747,0,1069,0,1053944,142548861,166227114,48674,22.26,5.08,93.6
111,4822,188202000,110592,122,216,767372,140004083,156945339,46645,22.28,5.07,93.6
112,2405,212774412,114688,82,224,739800,131139621,163530814,56776,22.22,5.07,93.6
113,1126,164688909,0,52,0,790428,123984513,144574498,34545,22.07,4.99,93.6
114,3413,219829253,0,51,0,860374,133807865,140767726,59183,22.29,5.02,93.6
115,1231,192329414,0,32,0,878905,137793826,149211321,39735,22.3,4.96,93.6
116,2532,226319144,110592,409,216,906763,161419615,161005302,52199,22.24,5.0,93.6
117,1007,174553912,0,104,0,810117,128174895,161139103,47741,22.26,4.97,94.1
118,931,173818174,0,114,0,835271,122011039,146159460,16583,22.13,5.0,94.1
119,2373,201182209,0,152,0,963090,125888706,152343680,50538,22.06,4.97,94.0
120,816,171978969,0,117,0,824624,131280231,162398765,40689,22.19,4.99,94.0
121,3436,225007527,110592,27,216,878176,153951478,148256523,47950,22.28,4.98,94.0
122,2450,159063203,0,6,0,855562,111876559,136071550,35616,22.22,5.0,93.9
123,1195,193941876,22421504,148,43792,918421,134011464,147734377,39467,22.31,5.01,93.9
124,6234,173509877,0,112,0,811070,127493763,131373355,44816,22.24,5.03,93.9
125,4531,188258033,0,208,0,926682,148032056,138267688,40317,22.24,5.07,93.8
126,1996,167704094,167936,283,328,823993,106575964,114876880,49056,22.2,5.02,93.8
127,1013,223043847,0,559,0,918976,132447276,127313811,45862,22.33,5.06,93.8
128,2199,199516854,57344,255,112,796595,141004195,148091481,63054,22.15,4.98,93.7
129,2600,192836361,282624,62,552,774938,128332269,151690511,48460,22.38,5.02,93.7
130,838,214844559,0,115,0,1066063,152313237,188081052,32319,22.33,4.96,93.7
131,1419,180406601,0,741,0,814692,124475305,144096459,28797,22.31,5.02,93.6
132,841,212011379,0,333,0,958991,146485292,163593451,45316,22.29,5.03,93.6
133,2330,189202771,0,199,0,786342,137354327,156059690,43305,22.2,4.99,93.6
134,2773,222105766,0,228,0,1050602,128181818,140108379,82514,22.46,5.07,93.6
135,1218,158285944,110592,72,216,697999,108659530,126658986,21091,22.08,5.01,93.6
136,2416,208449129,0,374,0,897712,127521325,150080459,55235,22.23,5.01,93.6
137,4026,186399157,0,762,0,765036,120752350,147581119,34926,22.13,5.04,93.6
138,1724,227327792,0,559,0,825314,161111933,196674863,56397,22.34,5.02,93.6
139,2816,181078245,0,495,0,524942,132445931,143406110,50487,22.12,5.04,93.6
140,14569,199361535,225280,2176,440,827757,136040877,114626092,51865,22.38,5.15,93.6
141,3112,235966157,0,318,0,873922,171740041,204772389,48357,22.14,5.03,93.6
142,2386,164448455,0,22,0,743491,122148259,122237715,44097,22.3,5.04,93.6
143,1873,223612929,0,51,0,974897,154158029,198809150,52806,22.29,5.04,93.6
144,4467,189686500,0,90,0,825462,129133895,124059826,52424,22.31,5.06,93.6
145,1085,203418174,110592,245,216,867433,139193676,175569093,35275,22.11,4.99,93.6
146,3526,201845045,0,115,0,734616,131549038,154603687,51522,22.29,5.03,93.6
147,2236,236955250,229376,229,448,972635,155781405,200062569,59616,22.2,5.03,93.6
148,996,164917037,0,48,0,773114,121163959,132150604,25037,22.31,5.08,93.6
149,165084,373156929,196608,6250,384,1765514,315193628,296288100,84149,23.24,5.5,93.6
150,10692,246711374,5562368,738,10864,1062291,160148607,160273364,60350,22.22,5.2,93.6
151,2132,178821772,0,387,0,713444,105098284,137131757,48702,22.29,5.13,93.6
152,2441,237097007,0,501,0,1003354,172323489,211481705,59370,22.27,5.09,93.6
153,7829,196496405,0,108,0,895721,138089942,171314818,30945,22.16,5.07,93.6
154,7224,223421151,24510464,129,47872,937044,137410541,164985565,49142,22.19,5.06,93.6
155,2099,161867446,0,180,0,866185,118167710,127679610,41376,22.13,5.05,93.6
156,2054,182077825,0,48,0,691992,111053156,103510839,46619,22.21,5.02,93.6
157,6388,247419659,0,950,0,1018240,173784146,153578437,46939,22.21,5.08,93.6
158,7072,219896436,0,3821,0,1006397,141431537,153603724,48088,22.42,5.07,93.6
159,6772,260425030,139264,168,272,989102,167755566,189582208,58527,22.22,5.08,93.6
160,3656,168815518,0,105,0,895123,115949631,123677965,34493,22.27,5.08,93.8
161,3994,211828919,0,1518,0,980682,150646426,162366608,38091,22.16,5.08,94.0
162,3526,180828989,0,90,0,785123,124762211,135594458,35767,22.21,5.04,94.0
163,1277,204519295,0,207,0,1014367,134170966,152450564,65281,22.19,5.06,94.0
164,2685,178883746,110592,114,216,843202,123699815,109012232,50334,22.18,5.01,93.9
165,2434,178835627,0,68,0,771504,127094809,142836834,37793,22.27,5.06,93.9
166,3445,222949115,0,163,0,847772,135590507,162721712,54261,22.02,4.96,93.9
167,928,165113721,0,117,0,724937,110428143,120190939,51786,22.11,5.02,93.9
168,1199,221647042,0,67,0,833838,125498780,162526955,53921,22.11,4.99,93.8
169,1385,168992134,110592,78,216,693600,123302114,136506720,50032,22.3,5.01,93.8
170,3761,228946363,0,651,0,925527,163335530,169655835,63826,22.08,5.03,93.8
171,4075,155512417,0,102,0,757531,83188460,94927044,48198,22.11,5.0,93.8
172,1950,197300682,0,235,0,892317,139883518,162849757,55765,22.0,5.02,93.8
173,3051,197722044,0,3959,0,833926,147443833,170708841,38726,22.28,5.07,93.8
174,4851,233365204,110592,306,216,1067662,149155934,160309376,67178,22.14,5.07,93.8
175,2344,175273737,0,170,0,690345,124715571,129626812,36887,22.11,5.05,93.7
176,4032,221458924,0,1781,0,879067,171248452,176861630,51247,22.15,5.09,93.7
177,3493,172934451,0,109,0,715541,107112523,119224377,35422,22.18,5.04,93.7
178,1323,230052553,0,29,0,909850,149025676,187184583,69018,22.27,4.99,93.7
179,5604,205572278,110592,3364,216,974836,164315834,189002126,73121,22.36,5.12,93.6
180,3857,194974552,745472,41,1456,851162,150319583,164462981,44093,22.37,5.08,93.6
181,2522,215243644,0,50,0,894079,151211806,175389462,49459,22.17,5.02,93.6
182,998,181654947,0,42,0,763403,115000861,134419460,42355,22.32,5.03,93.6
183,2150,238326996,0,4120,0,1007817,160419567,161032683,72674,22.27,5.05,93.6
184,7057,211940418,110592,298,216,819982,122508168,162469923,54546,22.43,5.15,93.6
185,4860,247879313,23117824,38,45152,930383,150283449,174273939,49764,22.16,5.05,93.6
186,3828,159087051,0,19,0,624821,110621973,143973536,47398,22.15,5.01,93.6
187,1454,220927319,0,84,0,946378,161650089,180520128,42747,22.29,5.0,93.6
188,6961,158370741,0,167,0,739550,114850684,141345630,26966,22.19,4.98,93.6
189,6943,176199972,311296,64,608,658847,122157052,149237914,43464,22.26,5.01,93.6
190,5400,232492933,28672,3006,56,1047314,176188771,168168132,29980,22.25,5.02,93.6
191,3764,169179358,0,119,0,757306,110200165,112117600,31244,22.39,5.06,93.6
192,3558,226915443,0,116,0,869927,165677550,193371645,60431,22.16,5.03,93.6
193,873,164236937,0,19,0,691600,111465942,134493186,35085,22.26,5.11,93.6
194,75104,279349044,86016,89,168,1177271,245860397,210841499,55405,22.13,5.13,93.6
195,2571,176102338,24576,53,48,798844,110492972,99088858,32821,22.25,5.05,93.6
196,3283,203325160,0,27,0,930989,124154894,133575525,48752,22.07,5.04,93.7
197,6954,176920515,0,429,0,697553,110781022,120925562,36010,22.12,5.06,93.7
198,39661,231873314,0,127,0,1093732,168553851,172923759,44500,22.18,5.04,93.7
199,3289,162712774,86016,144,168,739768,109064327,95439698,45171,22.09,5.07,93.6
200,1769,213165828,24576,181,48,915597,153800347,187473975,32735,22.13,5.04,93.6
201,1476,153917536,0,225,0,659633,109364833,139686482,37926,22.08,4.99,93.6
202,1097,211561266,0,263,0,771494,138017127,163889555,61468,22.05,4.96,93.6
203,1061,168256091,0,257,0,661679,110964834,124166653,46215,22.14,5.01,93.6
204,5320,216345074,86016,152,168,874076,127069078,143189011,25297,22.15,4.99,93.6
205,734,143868239,24576,134,48,735825,103461851,99211609,19522,22.18,5.0,93.6
206,8825,220912257,0,1405,0,955079,149747528,143407432,46200,22.04,5.03,93.7
207,4204,186249797,0,7058,0,764111,145883393,169952973,64458,22.14,5.06,93.6
208,4934,227065656,0,337,0,835634,139713152,145246841,43682,22.05,5.02,93.6
209,3883,174212458,86016,153,168,667295,97412425,110662429,29512,22.13,5.07,93.6
210,1543,198021181,24576,172,48,845570,114682481,138050516,55291,22.09,5.03,93.6
211,1647,176282444,0,197,0,761832,111048722,124108556,39439,22.12,5.0,93.6
212,1254,189464356,0,151,0,761270,126723667,138626020,47898,22.1,5.0,93.6
213,2034,166868850,0,188,0,809331,116164564,113866720,32064,22.19,5.01,93.6
214,2726,207676843,86016,114,168,787120,132379713,158488075,57703,22.09,4.98,93.6
215,5196,179016461,21209088,662,41424,780610,133605315,147773434,22997,22.16,5.01,93.6
216,1539,211166876,0,327,0,791779,139791824,180205344,67654,22.11,5.0,93.5
217,982,146080680,0,69,0,701781,112497394,132523378,27878,22.17,4.98,93.5
218,3531,209539282,0,72,0,975585,117564049,119881317,36623,22.1,5.01,93.5
219,1490,166482539,0,38,0,743312,113295611,127939420,33948,22.31,5.02,93.6
220,1420,201126836,311296,65,608,881225,136194173,126961446,44535,22.08,4.96,93.6
221,1623,147318831,0,92,0,547040,103102271,128700854,41179,22.25,5.0,93.6
222,1667,213736507,0,317,0,786812,142530298,125358148,63202,22.25,4.97,93.6
223,635,157288754,0,59,0,706063,116940906,142364431,19674,22.3,4.98,93.6
224,2088,224195081,0,100,0,1046557,158276417,126394827,61977,22.21,4.99,93.5
225,1785,173643423,139264,45,272,631979,101696261,91675069,44720,22.2,5.01,93.5
226,2963,224031138,114688,49,224,882990,147811336,152081955,34279,22.15,4.99,93.6
227,1897,173568467,0,33,0,680994,104572388,123153283,42605,22.47,5.11,93.6
228,296402,497165810,0,11761,0,3459470,352130304,398765690,189752,24.61,5.87,93.5
229,251674,358911688,425984,13485,832,2003092,350451561,328556967,74670,37.89,6.62,93.5
230,33759,202063023,0,557,0,784892,148768461,188269276,51725,22.49,5.3,93.6
231,14764,244124441,0,1493,0,1216067,153339074,164776308,37690,22.1,5.13,93.5
232,18572,226357868,0,2893,0,1063109,174646877,146541911,59415,22.36,5.24,93.5
233,409390,510809801,57344,14134,112,3892347,362380768,372976658,186528,24.34,5.72,93.5
234,38158,244281192,2805760,2881,5480,1087231,150900173,142562267,49898,23.06,5.47,93.5
235,125154,333051360,28672,6415,56,1231085,261094394,302671039,101735,22.34,5.23,93.5
236,16318,333240324,0,700,0,1561198,223019420,283398765,73673,22.3,5.17,93.5
237,7263,178804671,0,399,0,875054,104133444,145225937,47500,22.72,5.31,93.5
238,53828,231294244,0,576,0,1244554,174179648,171024142,53613,31.16,5.9,93.5
239,34830,231407404,253952,2838,496,1026575,169254472,170858665,47110,33.59,6.34,93.6
240,106777,293968352,28672,5205,56,1634664,264496549,204805980,57991,30.77,5.88,99.9
241,48079,270831220,0,2160,0,1329097,218172415,193955616,45579,32.92,6.18,126.8
242,131839,353548762,0,5263,0,1833031,252578035,231092995,74979,22.65,5.34,94.5
243,11730,198171506,0,67,0,1135973,105428667,109449791,23930,22.4,5.18,94.4
244,107660,310163995,1228800,13357,2400,1570437,224417657,234303117,81011,22.9,5.34,94.3
245,36473,201059415,28672,4784,56,1057591,163773173,163928992,48829,24.7,5.65,94.9
246,65605,253878482,23396352,2193,45696,1164628,217465070,212316188,99025,41.03,7.59,95.1
247,463508,238583735,0,15671,0,897022,182785629,186756418,73709,44.39,11.59,95.0
248,340701,219849611,0,14361,0,957727,149313229,179091238,57286,44.33,11.56,94.9
249,406016,192939161,0,18087,0,889442,133508848,162117780,60605,43.99,11.12,94.9
250,660319,260464003,3235840,25711,6320,1514345,233761635,211222776,79942,44.32,11.46,112.8
251,389002,230070496,0,30129,0,1010071,161945782,190112974,87530,44.34,11.52,113.4
252,422354,195789757,487424,10413,952,847795,133317581,155145879,48027,44.45,11.59,113.1
253,410331,192579992,0,6759,0,1006430,150016999,158735059,59592,44.3,11.4,113.6
254,466398,307604037,0,15656,0,1365517,218978804,230496702,85232,44.4,11.57,95.0
255,460017,214559731,110592,16140,216,915211,148438167,174806056,58921,44.34,11.47,94.9
256,365472,231860627,0,15995,0,923722,188935688,191218625,51334,44.24,11.45,95.0
257,398289,215722612,0,16528,0,914554,156451876,153181538,62035,44.23,11.48,95.5
258,401734,220657570,0,7250,0,998006,169048033,192451279,29049,44.24,11.49,133.4
259,320053,223771707,0,24902,0,857590,165136249,205768746,53402,44.25,11.45,142.2
260,362691,221008665,110592,19425,216,877755,146122667,138450100,59821,44.34,11.53,142.2
261,396205,227427255,28672,6901,56,917828,166726486,206508915,44286,44.33,11.54,142.1
262,359180,209962068,0,12268,0,762603,151066282,190765377,63891,44.29,11.52,142.1
263,359195,198973487,0,14288,0,884884,152113181,180438331,68647,44.39,11.6,142.1
264,417128,252374225,0,24803,0,1042006,186326774,225511026,77109,44.32,11.5,142.2
265,406985,206297965,110592,15944,216,858996,139060759,182150917,49422,44.4,11.65,142.2
266,272638,204781076,0,15710,0,778741,128840259,129805873,55986,44.24,11.48,142.2
267,440172,204704200,0,10185,0,956601,153072288,182520639,59599,44.36,11.53,142.2
268,382624,179002653,0,10410,0,820726,134035861,152912200,44791,44.4,11.56,142.1
269,471336,204126303,0,16345,0,918246,127285106,164976780,60650,44.3,11.49,142.1
270,443039,207218406,110592,13809,216,964218,158984169,199605935,43125,44.37,11.54,142.1
271,350353,211793149,0,12066,0,844959,151097177,195458389,56820,44.37,11.5,142.1
272,469714,261337969,0,8673,0,1029736,180146566,189162521,57074,44.42,11.55,142.1
273,367800,192473893,0,14002,0,789035,150838141,181875377,44173,44.33,11.52,142.1
274,402192,210234815,0,13685,0,808923,139312261,131371162,44922,44.3,11.49,142.1
275,386519,250424096,110592,15484,216,1080099,180177977,159937119,53858,44.36,11.52,142.2
276,428740,207608023,0,7216,0,939505,134431752,165095443,40123,44.41,11.52,142.2
277,418939,189386917,25493504,12867,49792,913275,127941830,163422839,42006,44.47,11.61,142.2
278,503370,246557983,0,8431,0,1090336,190687758,212789783,25998,44.4,11.56,142.2
279,441117,200446795,0,4165,0,955790,159145460,161834594,30862,44.41,11.55,142.2
280,348337,181553226,311296,10880,608,824619,118502370,155645137,31193,44.35,11.46,142.2
281,303532,190542613,0,15964,0,850520,139130238,134662857,54965,44.52,11.63,142.2
282,365125,157194468,0,12618,0,760169,124586201,153460591,29683,44.52,11.61,142.2
283,442166,275109598,0,21848,0,916818,201852255,253089554,89800,44.43,11.5,142.2
284,353130,195925518,0,15519,0,900990,133872379,126603446,27956,44.33,11.32,142.3
285,413589,195551476,110592,13439,216,944877,161384908,173287527,52254,44.38,11.37,142.2
286,354782,212149144,0,24252,0,898445,151065223,170481554,47981,44.44,11.48,142.3
287,443618,170988980,0,21285,0,738677,130576806,156609779,50188,44.47,11.5,142.3
288,410979,205271102,0,18515,0,872050,151594605,182482783,60150,44.49,11.52,142.3
289,471203,247772903,0,19965,0,917430,199619204,232874434,62096,44.44,11.43,142.4
290,363514,190377897,311296,9085,608,835305,137659033,156361714,34529,44.38,11.32,142.4
291,335088,182129575,0,12844,0,892504,111204859,123808004,61092,44.39,11.37,142.5
292,389975,203356442,28672,9267,56,876634,137370968,154113442,52871,44.52,11.52,142.5
293,379487,181437244,0,11937,0,653311,112517581,151782861,59230,44.48,11.45,142.5
294,315641,206428919,0,11729,0,836535,163009628,177231850,68684,44.38,11.37,142.5
295,310389,209116135,110592,14067,216,895304,148146975,205141628,70723,44.42,11.45,142.5
296,329246,253339301,0,16142,0,840932,158303325,150939949,69044,44.48,11.42,142.5
297,280858,197117291,0,16315,0,816308,125868107,159878573,46972,44.42,11.35,142.5
298,402080,206045705,0,6321,0,833555,140882575,171895699,50360,44.38,11.38,142.5
299,306642,199418889,0,15294,0,912304,139657996,131865172,64244,44.44,11.41,142.5
300,354071,207087791,110592,14750,216,932716,170948556,171320970,56528,44.39,11.38,142.5
301,336411,181325524,0,13815,0,812292,135349987,160525897,51972,44.56,11.58,142.5
302,300981,240275224,0,30519,0,888191,173765610,170724633,71563,44.46,11.44,142.5
303,351416,183328854,0,14750,0,766940,115474344,112225787,40926,44.08,10.89,142.5
304,388966,254810929,0,10481,0,1042075,188302991,211659526,62699,44.05,10.74,142.5
305,416111,211103315,110592,7173,216,802764,150674300,200727576,42811,44.13,10.92,142.5
306,396363,167855055,0,11376,0,912407,113200824,133306844,41828,44.15,10.87,142.5
307,373513,186760613,22495232,8206,43936,834972,124071599,130820479,26513,44.18,10.97,142.5
308,448107,239249013,1757184,16052,3432,978754,166035430,170902358,70476,44.23,10.93,142.5
309,319146,186824934,0,16312,0,893048,133714198,150343310,56611,44.35,10.97,142.5
310,389684,176743365,311296,8145,608,749482,126787828,159465482,33068,44.41,11.09,142.5
311,367859,197069086,0,6840,0,805778,130849153,158356179,28554,44.39,11.04,142.6
312,395807,190491290,0,8618,0,771602,143923031,175577916,39099,44.32,10.95,142.6
313,343717,184140555,0,17759,0,899159,130355539,158504100,42870,44.3,11.02,142.6
314,504259,234882750,0,16296,0,1072067,161552696,224390622,53664,44.18,10.87,142.7
315,386403,188181356,110592,14117,216,750577,120442638,170130819,57583,44.32,11.01,142.5
316,318453,208483618,0,11401,0,904314,159223323,148040719,58000,44.3,10.94,142.4
317,323544,201544812,0,17052,0,930129,135366678,109709738,57746,44.35,11.07,142.3
318,383626,179170986,0,12347,0,846894,96688948,141702348,32352,44.32,11.01,142.2
319,486449,238797881,0,16574,0,1231125,179017557,194150929,65928,43.79,10.64,142.1
320,346633,172887842,110592,12837,216,846219,114328831,140167309,33975,43.09,10.31,142.0
321,407581,184454814,0,14587,0,960095,151020717,149034124,39871,43.1,10.31,142.0
322,292291,199363775,0,13224,0,898507,132608247,130905666,54411,43.05,10.23,142.0
323,321610,203544219,28672,9025,56,938675,141431049,128958999,54617,43.1,10.25,142.0
324,454713,222718974,0,14215,0,934926,179921678,197412741,63566,43.07,10.32,141.9
325,309040,185304832,311296,9123,608,885287,103941972,138769156,50123,43.11,10.34,141.9
326,471560,209171055,0,16089,0,1156271,173374918,181193151,47481,43.05,10.2,142.0
327,332659,184502314,0,10399,0,866617,139022759,172029050,48047,43.06,10.27,141.9
328,301624,173736590,0,12956,0,779373,125138296,126571465,58381,43.12,10.34,141.9
329,387958,181104290,0,10503,0,754460,147247737,162720927,46969,43.08,10.31,141.9
