,LLC-store-misses,instructions,ref-cycles,LLC-loads,bytes,LLC-load-misses,blocks,cycles,LLC-stores,pkg_pwr,ram_pwr,power
110,7642,215909367,279622387,1521209,0,318267,0,214747022,102953,39.91,7.03,131.4
111,1621,93428281,133171893,933819,167936,126009,328,105138660,35193,39.85,7.08,131.5
112,2539,133617983,157566181,920275,0,114603,0,150790150,35326,39.76,7.05,131.4
113,3315,115133429,169569465,789363,0,142261,0,143701992,45638,39.74,7.04,131.3
114,2958,150550537,211594582,965210,0,171844,0,147163267,24032,39.81,7.05,131.3
115,17348,226073889,260659355,1196181,0,226403,0,207250931,104870,39.84,7.04,131.3
116,4307,118500042,165042134,771045,339968,116311,664,117236502,21663,30.84,6.09,131.5
117,307,132354027,206280327,831852,0,4384,0,185401536,48577,22.29,5.24,131.7
118,161,95686630,165465778,694902,23068672,2982,45056,120169737,43527,22.11,5.12,131.8
119,7562,267110846,370965876,1633411,0,133489,0,289510497,91500,22.67,5.34,132.0
120,4881,263775587,347858866,1669235,0,96204,0,293919287,96482,31.1,5.43,132.1
121,178,142684865,189547769,1023213,569344,7948,1112,151795736,35934,38.87,5.23,132.2
122,2605,123432136,178210559,1004007,0,134550,0,142284123,38992,39.74,6.12,132.1
123,5872,141747525,187050867,837562,57344,246499,112,182124536,28085,40.54,7.1,132.0
124,6477,143733503,198431116,936831,0,326736,0,161292121,48592,40.5,7.14,131.9
125,15763,227860064,280892838,1535592,0,323863,0,182123182,60119,40.5,7.13,131.8
126,2462,167309462,209817732,1149215,7245824,138300,14152,153015476,33890,39.78,6.71,131.8
127,151,104713867,149193490,758981,0,17298,0,113226374,46858,39.79,6.46,131.8
128,4175,243127251,301363757,1726498,0,151251,0,213201227,37639,39.87,6.72,131.8
129,575,195377316,240322706,1203911,0,36245,0,204461798,66328,39.85,6.63,131.9
130,7766,198415941,213251684,1369326,86016,158817,168,160652657,41788,39.77,6.59,132.0
131,472,116998998,172761507,923772,1028096,16391,2008,111866529,54585,39.82,6.57,132.2
132,310,138055189,167051108,913155,0,15033,0,126287967,40381,39.73,6.43,132.3
133,953,133465126,163451932,783186,0,23332,0,143547871,53057,39.78,6.57,132.5
134,8604,139325827,179568987,900496,0,292892,0,148847112,54313,40.41,7.12,132.6
135,15792,200354517,265166659,1402837,0,360899,0,225488614,84619,40.3,7.23,132.7
136,6472,141378605,211107773,981117,290816,294896,568,183912412,68319,40.06,7.16,132.9
137,840,127925106,177977591,927726,20480,70071,40,136313821,29357,39.79,6.95,132.9
138,1165,158099604,211106483,1020742,0,70200,0,162427144,74660,39.85,6.93,133.0
139,456,105935993,156491194,753076,0,36322,0,110969470,36263,39.81,6.97,133.1
140,9160,200377151,273504090,1434543,0,230692,0,182466134,160527,39.83,7.02,133.1
141,1523,139106353,166727893,974738,139264,80322,272,153271679,49261,39.85,6.95,133.0
142,1018,136538257,174918887,894215,0,52109,0,160362177,57710,39.83,6.93,132.9
143,1077,163026506,203567939,1012884,0,54734,0,186223180,66801,39.8,6.95,132.7
144,3173,114987619,172984103,722101,0,145124,0,126082279,42796,40.1,7.09,132.6
145,12952,286177657,289971829,1415157,0,444828,0,249125123,76380,40.35,7.19,132.5
146,11762,162089025,208149177,1011872,196608,277223,384,198543868,47535,40.28,7.25,132.5
147,11082,134943917,180540653,762943,0,261869,0,122992926,52921,40.17,7.33,111.8
148,14583,177215772,250712733,1106048,0,404352,0,211708114,79291,40.2,7.35,95.3
149,7582,131226747,197607471,963406,23191552,305546,45296,166312249,42895,40.12,7.38,95.2
150,13028,239055357,288674595,1246563,0,340261,0,249192964,89285,39.82,7.07,95.4
151,3354,149991557,183494114,938482,368640,152114,720,168688401,67869,39.84,7.03,114.8
152,1333,133594997,164435062,797388,0,111936,0,144586910,37325,39.87,6.99,127.7
153,3416,119091484,165209305,947940,0,87426,0,124023162,40217,39.82,7.0,128.0
154,1910,138068280,201912234,1065046,28672,130838,56,118512913,49264,39.87,7.02,133.2
155,9495,229708457,276600134,1367214,0,216317,0,216511252,86956,39.89,7.06,133.2
156,1247,147695945,179138293,779270,397312,138529,776,162658727,46466,39.88,7.05,133.2
157,2449,134539333,166565069,791960,0,240082,0,157902327,40989,40.09,7.14,133.0
158,12490,103959905,137780687,765164,0,216711,0,134872138,49194,40.36,7.17,132.7
159,15278,179394287,238774384,882278,0,452862,0,201186612,57314,40.28,7.25,132.4
160,14835,227367345,300879459,1254044,0,436490,0,253735206,100961,40.24,7.28,132.1
161,5235,161952085,221111341,1031776,139264,350355,272,183582567,52094,40.28,7.3,132.0
162,13757,114439963,177086293,932949,0,344636,0,154884628,43455,40.3,7.33,131.9
163,10714,115348239,187384170,883041,0,359041,0,148190909,40694,40.29,7.36,131.7
164,7020,141637789,178521124,979288,0,398494,0,168330485,41044,40.23,7.34,131.6
165,17747,209217602,275315342,1444687,0,404431,0,216122882,74728,40.17,7.39,131.8
166,16059,180449370,250297220,1124196,196608,278741,384,156058867,68568,40.17,7.42,132.0
167,6003,128829427,185724607,872042,0,374906,0,143897928,27088,40.13,7.43,132.1
168,11633,79751390,155671023,883841,0,246012,0,78660393,43254,40.11,7.43,132.0
169,8400,86087956,155507357,865693,0,239495,0,79999455,30905,39.91,7.19,131.9
170,7500,244157696,304651655,1605149,0,317018,0,229778302,62916,39.77,7.03,131.9
171,2918,123469411,178037703,942486,0,150524,0,144043895,52169,39.75,7.01,131.9
172,3423,116885320,144042256,625200,139264,141749,272,128957851,26087,39.84,7.03,131.8
173,1172,116042082,147589449,873853,0,139101,0,131941825,28389,39.78,7.05,131.8
174,2654,152779619,193882648,955331,0,178069,0,166427817,46644,39.81,7.08,131.7
175,9619,195665228,231289907,1317690,0,248247,0,196237720,70860,39.11,6.91,131.8
176,1540,170444089,233256883,1039114,0,51587,0,199948091,45448,23.27,5.37,132.1
177,211,88467101,165731791,717257,397312,4673,776,114211226,42885,22.09,5.2,132.2
178,179,142540262,211025402,921463,0,2386,0,175814297,42112,22.43,5.23,132.4
179,7566,210527138,313846004,1495664,21704704,126308,42392,224162692,53015,22.7,5.35,132.5
180,14975,220506713,298862122,1707637,0,94470,0,200950715,114830,38.47,5.49,132.7
181,395,143735372,196558093,889412,0,6206,0,136992732,68132,38.57,5.12,132.6
182,6671,121122106,181926248,871402,397312,219695,776,118656407,55529,40.29,7.04,132.5
183,3327,133536304,174344323,774283,0,299820,0,154286027,33512,40.4,7.14,132.4
184,6560,209295014,281354622,1473242,0,392252,0,189029609,55425,40.33,7.14,132.3
185,11125,208257787,340951801,1754296,0,349895,0,141048708,63290,40.05,7.09,132.2
186,1653,148862052,228807388,972509,0,87744,0,154981688,74139,39.62,6.58,132.2
187,235,93892145,140739258,710660,368640,11990,720,100354306,36588,39.66,6.52,132.2
188,466,133160070,161785512,762250,0,9401,0,124040119,46234,39.62,6.45,132.3
189,465,152486955,190603314,948713,28672,16212,56,166188161,45614,39.65,6.38,132.4
190,12216,183097388,221892706,1338281,0,191505,0,161714496,54591,39.69,6.69,132.6
191,897,151157406,178659333,941036,0,40062,0,142859336,47569,39.7,6.65,132.8
192,143,135490174,157890288,859095,139264,12780,272,125167706,52646,39.59,6.48,132.9
193,3800,142606652,188135626,1047053,0,96610,0,168791005,48366,40.05,6.76,133.0
194,3836,131534421,167244199,684564,0,324655,0,158141858,28537,40.34,7.17,133.1
195,22457,226645288,285713628,1269226,0,476423,0,215435911,86052,40.14,7.26,133.2
196,4155,112300870,163160377,920112,0,204182,0,127583561,43398,39.77,7.03,133.2
197,785,146263376,199777775,1032406,167936,80739,328,174472701,49627,39.67,6.93,133.3
198,653,139038978,163412315,740877,0,48131,0,157175225,44445,39.7,6.92,133.3
199,500,156252497,178681934,937840,0,76454,0,157440955,43422,39.67,6.94,133.4
200,8606,224342848,260813725,1428335,0,232571,0,221086281,56044,39.66,6.94,133.3
201,677,141350928,200258051,1068094,0,94634,0,172707486,37184,39.7,6.94,133.1
202,620,127080970,159435593,708016,139264,47800,272,124781274,45064,39.66,6.93,133.0
203,659,121364492,164373030,701044,0,34431,0,123460147,57325,39.68,6.95,132.9
204,6112,131062935,193152560,881933,0,244569,0,152873357,44929,40.28,7.16,132.7
205,19396,227680291,276273974,1580960,28672,397924,56,191100975,71926,40.25,7.23,132.6
206,8688,114440188,204043303,952468,0,278084,0,147024209,59953,40.21,7.31,132.6
207,8588,167123271,225992101,1019427,167936,428097,328,191209326,64482,40.09,7.34,132.4
208,10474,121491658,178090886,823004,0,321903,0,123168261,39152,40.06,7.33,132.1
209,8058,122312917,181731839,797450,0,217811,0,141893358,55858,39.86,7.19,123.0
210,7704,207157983,246866650,1454577,21786624,248846,42552,197836204,106892,39.72,7.02,95.1
211,4676,134984426,206409006,888736,0,75374,0,119391960,63625,39.74,7.0,95.2
212,1156,108682045,156105866,785120,196608,111630,384,128400941,32610,39.71,7.0,95.2
213,3075,159227696,209650667,1018189,0,115017,0,161218123,40123,39.71,7.05,95.4
214,2479,116314198,154734876,738930,0,112821,0,144071436,34992,39.74,7.05,95.4
215,12278,158179650,205828485,1345771,0,269226,0,155832445,61839,39.73,7.04,95.5
216,3808,154616574,200922998,912501,3072,133314,6,161842794,61339,39.64,7.08,95.6
217,7462,124165356,176294557,571369,225280,263249,440,140646531,38959,40.22,7.18,95.6
218,8840,160365008,204150571,827254,0,298344,0,192214776,51654,40.2,7.19,95.8
219,12145,753463118,523491740,2893459,0,239199,0,506443053,240531,40.23,7.24,95.7
220,19409,260792437,329527584,1844006,57344,577144,112,234511993,58221,40.16,7.31,95.6
221,7747,159299720,202832870,916807,0,328847,0,178977479,28107,40.15,7.35,95.6
222,8607,104611286,185739233,891084,196608,353877,384,116622159,30784,40.11,7.37,95.6
223,13314,121470737,191594215,714128,0,279709,0,168933988,52157,40.04,7.38,95.6
224,13903,139275895,216954471,893369,0,379278,0,141553506,59392,40.12,7.4,95.6
225,26258,215057335,251942301,1430344,0,422443,0,195209971,55325,40.03,7.42,95.5
226,11352,114309218,168602426,1018831,0,281260,0,129741058,47987,40.0,7.39,95.5
227,8581,117017737,179140569,848583,225280,317594,440,120359375,24427,39.97,7.46,95.6
228,14309,162747176,226628568,1083621,0,325215,0,164389438,73951,39.95,7.46,95.5
229,3765,131005596,165469725,811014,0,170698,0,144031161,42264,39.61,7.02,95.5
230,15440,228280175,261993223,1499476,0,242931,0,222110670,76541,39.64,7.05,95.4
231,2911,119345240,152517411,800469,0,127456,0,145275955,45482,39.63,7.08,95.4
232,2618,159093374,195826055,818093,655360,159250,1280,153707489,28623,39.7,7.06,95.4
233,1704,131055555,162499624,789990,0,114764,0,147602593,57104,39.68,7.07,95.3
