,LLC-store-misses,bytes,LLC-load-misses,cycles,LLC-stores,ref-cycles,instructions,LLC-loads,blocks,pkg_pwr,ram_pwr,power
0,8109,0,141046,295777423,79051,350080479,234678562,1842096,0,27.24,5.74,120.1
1,3263,1601536,77629,490594913,157779,589109220,396685157,3539554,3128,24.4,5.33,98.4
2,113,0,9613,321155049,119493,407016953,241109645,2713281,0,25.01,5.09,98.4
3,103,0,7814,491581208,199088,550485435,314867377,3656476,0,24.79,4.99,98.2
4,79,0,7115,294607495,110472,346053581,204085053,2326189,0,24.89,5.07,98.2
5,3312,0,127151,508445697,205517,545682947,385733998,3416587,0,25.79,5.27,98.3
6,521,110592,10481,443506914,138866,470626235,305165124,2941322,216,24.01,5.13,98.4
7,220,0,2190,413155954,151432,456503116,282461883,2851920,0,23.92,4.95,98.3
8,395,0,47548,328373714,105157,345509938,255427501,1868766,0,24.01,5.07,97.9
9,320,0,27982,468088273,175869,524560685,325164217,3261836,0,24.67,5.09,97.8
10,14740,143360,220211,518024746,198631,591332668,421106107,3655599,280,26.38,5.57,97.9
11,2114,1286144,28568,363503545,139008,410318167,270781569,2677073,2512,24.81,5.21,98.3
12,5355,0,97245,650229825,252669,727016054,471394603,5020313,0,27.21,5.31,98.9
13,2535,0,28222,367248899,151706,440672838,263251247,3013143,0,26.13,5.4,99.1
14,7005,0,48575,520619472,227343,564305880,353819266,4407240,0,32.13,5.75,109.6
15,13653,688128,164393,424163959,176430,552419700,375807522,3143055,1344,27.28,5.51,109.3
16,375,139264,20977,482602972,199950,513482952,327642570,3175392,272,25.14,5.22,101.6
17,78,0,4923,391966602,129510,431955517,264728420,2579791,0,23.87,5.01,101.0
18,149,0,1575,341597858,131481,343701585,221253818,2191738,0,24.36,4.92,100.4
19,331,0,8745,489977203,196773,529089743,322509897,3145300,0,24.07,5.0,100.1
20,4299,0,95292,529167374,235658,574566386,373415924,3698791,0,26.61,5.25,99.7
21,1623,167936,76089,511210222,254340,594452159,415604642,4129246,328,29.03,5.35,100.2
22,257,0,8566,396716495,154738,453160663,280096540,2985439,0,23.64,5.07,100.7
23,201,0,36538,274814628,87184,292350814,206135505,1988791,0,23.68,5.07,100.2
24,5732,0,35577,382833123,154628,429514267,275289788,3327763,0,32.68,5.99,95.0
25,7937,0,105715,530127303,266688,622234819,473218709,4437603,0,34.01,5.71,125.0
26,882,339968,14035,388529716,149254,461989074,287628038,3471589,664,25.75,5.29,108.8
27,820,0,30992,320037656,150685,369172630,246404709,2457650,0,33.13,5.99,99.9
28,9292,0,97524,596784776,265887,628227451,455295386,3885825,0,28.96,5.47,121.9
29,221,0,11799,437510562,160051,450465612,294095803,2576623,0,23.61,5.09,101.6
30,10316,24002560,219350,626015529,282409,728623903,512713324,4941044,46880,29.31,5.58,101.3
31,1046,10002432,14230,371026282,137781,437936774,265909219,2266455,19536,24.43,5.22,101.8
32,1678,0,24555,388989181,165679,392655511,284195571,2772801,0,37.33,6.36,102.0
33,3583,0,131948,349937561,148960,394294992,279871049,3073866,0,40.46,6.75,130.4
34,10015,0,140928,402111354,174580,425656601,308719021,2960000,0,40.57,6.88,130.6
35,19897,774144,368328,515806510,198345,621879686,433529042,4787249,1512,40.53,7.0,130.8
36,9759,12382208,206300,425044681,227798,470334003,303409941,3830198,24184,40.5,6.85,130.9
37,1922,0,45089,355192200,147177,375178133,262259509,2902867,0,40.43,6.57,131.0
38,1379,2560,76686,410505479,180403,419065250,299528863,3134947,5,40.37,6.55,130.9
39,1403,512,51508,495967119,204411,504753036,378603215,3967213,1,40.35,6.46,130.7
40,19837,57344,106388,488260212,231501,510945546,379135435,3837537,112,40.37,6.66,130.7
41,1674,253952,53119,344623637,153447,370104438,250092026,3082617,496,40.44,6.69,130.7
42,1257,0,178590,681575011,343548,731904443,912909436,4847147,0,40.39,6.82,130.7
43,3246,0,225292,308353078,114913,345744483,231665909,2519368,0,40.53,6.84,130.8
44,5613,0,302436,404541560,138909,434161584,300087036,3209093,0,40.58,6.9,130.9
45,9335,0,329906,337991374,149871,364753600,280306830,2678955,0,40.51,6.99,131.1
46,12828,139264,85097,471077879,234462,501623990,343096160,4065983,272,40.39,6.75,131.2
47,12331,0,92018,356530372,148830,375746724,267206193,2873519,0,41.79,7.14,131.3
48,9922,0,208489,386902805,156755,407301638,274885434,3085645,0,41.93,8.09,131.8
49,12372,0,202266,394536917,162149,407569045,280182578,3028267,0,41.23,7.58,132.2
50,33384,0,308690,460774218,228291,479007645,358006747,3466161,0,42.16,7.33,132.4
51,15093,110592,217858,518632426,235702,530360646,366205844,3917809,216,41.45,7.8,132.6
52,5302,0,240345,445965224,210502,474347704,322735117,3675188,0,42.65,7.51,132.9
53,7280,0,222134,402503344,177901,430532249,282757658,3225624,0,41.42,7.72,133.1
54,7822,0,129664,301558529,115237,308727555,211094953,2392251,0,42.67,7.53,133.3
55,24348,0,267048,577946464,272163,626373998,437839822,4549526,0,41.08,7.41,133.5
56,2289,110592,306046,355567800,144129,386127040,270152933,2830896,216,42.67,7.55,133.6
57,8044,0,336854,447748928,159547,444171744,314019908,3352500,0,41.8,7.37,133.7
58,6603,0,310034,316385410,133259,355145023,245713281,2747963,0,42.76,7.42,133.8
59,10012,0,189555,312277018,119116,348561168,237423240,2558289,0,42.29,7.5,133.9
60,14108,0,366465,390587713,168813,464545390,301082583,3236135,0,42.18,7.59,134.1
61,13222,19570688,186779,318994741,133697,380264839,253783672,2679120,38224,42.25,7.36,134.3
62,10319,0,185762,333480313,145510,351526687,233693906,2797636,0,42.5,7.07,134.4
63,18927,0,155818,430240869,187809,458288607,308135835,3670854,0,42.69,7.22,134.3
64,14707,0,176446,359385851,164309,391242896,253250846,2994546,0,42.86,7.18,134.5
65,11040,0,453162,365316395,149149,458293241,344199791,3321043,0,43.05,7.19,134.5
66,13025,827392,196111,347139169,171917,369959490,251733328,2907819,1616,42.56,7.13,134.6
67,13199,12357632,159817,442515653,222290,483689799,326598647,3911238,24136,42.46,7.15,134.6
68,16011,0,178221,432291497,179779,443620148,311623764,3489483,0,42.75,6.95,134.7
69,9704,0,209104,382391324,150930,382464142,269605795,2799654,0,42.65,6.93,134.6
70,27212,0,326161,706841838,330266,757251598,557042397,5609022,0,42.27,6.61,134.5
71,3240,110592,275652,315939479,130737,391718489,242335914,3083771,216,42.93,6.82,134.5
72,8798,0,198779,300397972,132217,314505608,208518652,2376987,0,41.94,6.9,134.5
73,3048,0,110895,357990220,155245,405380245,284380930,3188001,0,41.41,5.81,134.2
74,6716,0,151869,308473277,131482,363205542,248870248,2612977,0,41.85,6.3,133.8
75,17353,0,299556,408127779,175342,493354006,376266350,3365050,0,41.98,6.73,133.8
76,1556,139264,264355,414999921,156792,459154864,320495809,3663420,272,41.4,5.99,133.6
77,10805,0,72615,295519786,139020,343995505,232263227,2753127,0,41.8,6.36,133.3
78,9749,0,133135,323362908,123604,351682206,245065456,2501874,0,41.97,6.71,133.2
79,4534,0,123387,348449248,165749,439202659,270448667,3406609,0,41.4,5.86,133.1
80,20727,0,132838,353786247,146260,373341086,300565666,3036572,0,41.98,6.46,132.8
81,5012,110592,265957,489025783,216955,530522191,356207569,4173280,216,41.93,6.72,133.0
82,3234,0,151681,458544117,178436,469717094,335681514,3653695,0,40.6,5.87,132.8
83,5966,0,52354,270208224,117539,327687236,222243214,2596121,0,40.58,5.89,132.5
84,15793,0,65479,357849601,166551,439090014,267891762,3507249,0,42.15,7.0,132.2
85,21307,0,351594,490921506,195780,499376836,370565798,3527142,0,42.53,7.17,132.5
86,4193,139264,259463,405339382,166784,432616563,294962618,3035895,272,42.52,6.71,132.8
87,14347,0,136837,299364938,124821,326662864,206009652,2293646,0,42.76,7.17,133.0
88,14305,0,119168,366753721,170554,416991553,293122535,3196100,0,42.75,7.06,133.1
89,11002,0,209632,440359459,200780,477790780,314574804,3624645,0,42.92,6.81,133.3
90,12544,0,585078,465245253,188944,535909403,420082696,3733179,0,42.52,6.78,133.4
91,3900,110592,308360,397748461,134810,429598063,294771258,3298003,216,42.83,7.21,133.6
92,8018,18800640,215433,297084330,113019,333668329,236430105,2447600,36720,42.86,6.62,133.7
93,6645,0,233032,461208254,198125,484188978,327712651,3726770,0,42.84,7.17,133.7
94,6972,0,273942,355669684,151507,395097738,253048755,2992029,0,42.83,6.74,133.9
95,16738,0,271224,391486976,177982,419918192,327919566,3047216,0,42.54,7.08,133.9
96,9550,253952,248970,487808244,223539,560064812,349394632,4042452,496,42.87,6.52,134.1
97,6732,774144,243307,353902807,151503,382720912,255705086,2861452,1512,42.87,7.89,134.2
98,8004,0,169374,311677301,135713,335510203,223305918,2593233,0,42.62,6.93,134.4
99,19438,0,237533,475517958,213045,517095629,340069186,3824217,0,42.55,7.59,134.5
100,11617,0,414553,323240993,124647,453522456,262067917,3419546,0,42.93,7.62,134.7
101,3602,167936,293181,362364635,125473,375352290,257266820,3022461,328,42.56,6.95,134.8
102,7391,0,212194,350277949,152185,393524906,256961985,3064102,0,42.51,7.72,134.8
103,9280,0,225248,366080622,159245,406608856,258911012,3134776,0,43.3,7.54,135.1
104,5456,0,297057,305707381,148419,343907391,228149597,2560206,0,42.7,7.07,135.1
105,8849,0,385222,475148945,180425,505106705,367166803,3641628,0,42.53,7.89,135.2
106,8423,167936,251879,360303055,141043,374528739,255937196,2953350,328,42.88,7.14,135.3
107,12247,0,156690,375733383,150678,412217190,283759493,3179962,0,42.31,7.26,135.3
108,11821,0,202672,294009047,121583,320006613,208324985,2461422,0,42.73,7.28,135.3
109,9595,0,207265,360203144,173186,448143509,304106877,3513808,0,42.23,7.68,135.2
110,24165,0,442753,498207771,210607,504568796,384621880,3802631,0,42.51,8.08,135.4
111,5320,110592,318735,332229323,123966,383338312,251383855,2615803,216,42.42,7.58,135.5
112,9489,0,162822,450677011,208385,448959638,314857822,3499709,0,42.18,7.3,135.4
113,8341,0,260767,318481387,157232,352767155,220595412,2519491,0,42.2,7.79,135.3
114,8111,0,240736,325812004,119947,390219816,269093108,2983655,0,42.48,8.05,135.4
115,28785,0,272030,462741907,225757,503308615,352339904,3718983,0,42.45,7.56,135.6
116,13909,110592,181666,376187770,171910,451158372,305071464,3439297,216,42.22,7.16,135.5
117,14834,0,158875,367161781,175697,444033063,290585062,3409722,0,42.04,7.53,135.4
118,13466,0,90672,372860339,173597,416956332,264187751,3160431,0,41.78,7.85,135.4
119,22627,0,582781,495829786,173491,561194140,478728403,3853869,0,42.67,7.95,135.4
120,22997,0,332043,449082819,210977,514261447,357636597,3998872,0,42.07,7.54,135.6
121,11949,110592,185022,450295164,205806,499852706,335751814,4215584,216,42.35,7.16,135.5
122,5028,18542592,349334,269465938,108805,324716663,203117367,2336246,36216,42.21,8.04,135.5
123,11960,0,171754,327287605,131237,360625205,248840643,2978347,0,42.62,7.67,135.6
124,7065,0,217868,369756611,158488,433121118,296902083,3371276,0,40.59,7.1,135.5
125,28078,0,395525,500148281,217094,545962090,407007526,3872476,0,41.06,7.82,135.2
126,7359,483328,162259,322460823,144863,334211843,229092681,2437690,944,42.35,7.82,135.3
127,11856,172032,135386,422108988,194427,447136886,307751620,3611204,336,42.0,7.16,135.3
128,12685,0,199443,454123682,194196,490686643,329065404,3831998,0,42.76,6.73,135.2
129,12493,0,100700,260497936,119326,277103847,189596643,2189239,0,42.87,6.75,135.1
130,17988,0,369253,493619470,198969,503331713,380253138,3984898,0,42.74,6.8,135.0
131,10465,225280,168962,374855174,157015,404536403,271834704,3339071,440,42.56,6.63,135.0
132,7971,0,233026,495669377,231715,526139792,350795510,4265974,0,42.61,6.57,134.9
133,11385,0,128489,323149066,148185,359171363,250874015,2787642,0,42.58,7.01,134.8
134,14748,0,172729,432668318,184596,476944629,320630333,3795400,0,42.29,7.66,134.7
135,32501,0,294438,451812281,195352,501567782,363505515,3184953,0,41.74,7.74,135.0
136,11464,225280,165196,367945017,156932,392727590,273840605,2963702,440,42.21,7.46,134.9
137,13887,0,186578,383481171,184117,424077751,280826639,3463737,0,41.44,7.62,135.0
138,12943,0,253340,368457785,127838,403901899,300765522,2907300,0,43.04,7.84,135.1
139,11701,0,225470,319462116,124940,360177070,246105316,2689035,0,41.67,7.66,135.2
140,17685,0,429561,396461622,147968,429834922,299117698,2944073,0,42.99,7.74,135.3
141,21304,655360,148644,386685070,178348,407938151,278899454,3046623,1280,41.54,7.57,135.5
142,9284,2379776,329499,438486628,191572,489778513,326411636,3465020,4648,42.75,7.61,135.5
143,12029,0,168093,360076700,162241,360470127,248635701,2723645,0,41.88,7.3,135.6
144,17441,0,425457,480088662,223660,559691125,407322825,3756492,0,42.36,7.42,135.5
145,14070,0,437856,379534734,140191,454613306,329166495,3362069,0,42.08,7.57,135.6
146,11157,913408,222316,390863839,166988,449086794,296043154,3329134,1784,42.27,7.31,135.6
147,8313,0,226506,438556688,178715,475843569,336855680,3547535,0,42.88,7.44,135.7
148,5707,0,255181,339507941,145558,339236946,239561110,2552815,0,42.5,7.33,135.7
149,11157,0,194499,479143814,184538,488950375,351925854,3650650,0,42.2,7.21,135.7
150,16474,0,317925,427336237,187593,442417211,329335599,3052455,0,42.64,7.12,135.7
151,4655,110592,256622,481752187,216472,525007883,354887101,3932567,216,42.58,6.96,135.7
152,7322,0,203430,471170667,227232,514665536,341366341,4181913,0,42.76,7.1,135.6
153,4224,18456576,278792,351390435,141781,391216593,258875395,2909253,36048,42.81,7.13,135.7
154,5768,0,136661,364409105,171311,390850911,260555524,3157763,0,42.84,7.15,135.7
155,19777,0,243633,378922235,167250,448176077,326144214,3332144,0,42.9,6.93,135.7
156,6689,368640,234018,413105038,188167,481226503,298647871,3756969,720,43.17,6.84,135.6
157,9330,0,171747,374671785,151578,415029949,272863335,3231395,0,43.14,6.69,135.6
158,7157,344064,194741,409192607,193358,444468000,314505013,3355409,672,42.18,7.16,135.5
159,9515,0,76923,394737594,173121,398273621,279828702,3163539,0,41.49,6.01,135.4
160,26498,0,240493,346661952,136338,425608926,307372572,3171707,0,41.51,6.35,134.9
161,6873,167936,190278,375349198,157796,423071294,293384000,3290487,328,42.2,6.89,134.7
162,5508,0,76421,363769371,162513,413311239,287325025,3358463,0,41.34,5.93,134.6
163,1961,28672,120552,394205530,173307,412281903,290256866,3454778,56,41.51,5.99,134.2
164,12761,0,129648,329902804,158081,417809379,271321573,3292357,0,42.21,6.83,134.0
165,11670,0,246414,392413595,148623,456762666,284031611,3418725,0,41.37,6.16,134.1
166,4297,196608,136276,376968739,172607,435153143,291327510,3689337,384,41.26,6.04,133.8
167,8515,0,190322,481768431,228586,538201316,350258598,4386888,0,42.41,6.8,133.6
168,6701,0,162529,340037062,152746,355659438,239104094,2807742,0,41.22,6.21,133.8
169,4052,0,22902,243917615,113246,278888275,195430540,2433898,0,40.64,5.79,133.4
170,16438,0,201635,466802470,190920,490607534,376115995,3445629,0,41.11,6.69,133.1
171,9453,110592,127078,393338471,196717,433356897,293765241,3502357,216,42.63,6.74,133.2
172,11239,0,183472,367948967,151810,379002426,259788491,2973557,0,42.6,7.18,133.4
173,8787,0,187981,361470977,160954,399099939,272079272,3122330,0,42.63,7.22,133.6
174,5282,0,230697,401510859,171733,444857329,304167703,3582329,0,42.4,6.73,133.9
175,26672,0,272028,418247248,234375,474189850,335089725,3637925,0,42.57,7.28,134.0
176,13702,139264,193654,334936343,151467,390231148,259547705,2938197,272,42.73,6.55,134.2
177,8508,0,136644,471167151,198830,490661518,338762772,3992594,0,42.93,7.25,134.2
178,6240,0,311827,352686155,154009,388877084,258136004,2837759,0,42.98,6.77,134.4
179,15326,0,128706,418942728,165980,449309859,304075366,3596794,0,42.72,6.9,134.4
180,27804,0,244753,445847094,163973,489643929,357696445,3548690,0,43.07,7.03,134.6
181,6144,110592,225260,333396373,145327,387657445,233876830,2935064,216,42.66,6.71,134.7
182,2503,0,299663,357389764,134727,398339570,266891243,3025765,0,43.07,6.8,134.7
183,8677,0,227958,278015059,98468,312275137,207341856,2310358,0,43.27,7.67,134.7
184,9597,18370560,213500,382720978,170573,413113613,272484417,3387299,35880,42.67,7.08,135.0
185,36787,0,281513,381023148,156778,418406632,312865977,3282572,0,42.54,7.38,134.9
186,18846,397312,311780,435465173,164195,448993240,308082675,3301214,776,42.92,7.9,135.1
187,11383,0,110445,357782458,158921,379729179,257298235,2810909,0,42.65,6.86,135.3
188,6310,0,245362,310073446,128928,344989359,223943739,2674822,0,42.7,7.92,135.3
189,5773,143360,234803,346020038,144517,369552788,254560356,2806481,280,43.11,7.39,135.5
190,19231,0,477599,415659688,191151,444617165,332750101,3043839,0,42.5,7.05,135.6
191,14350,167936,201076,402629810,179732,461401932,278647103,3325672,328,42.62,7.85,135.5
192,5115,0,263460,375462981,155928,409909122,275038062,3214196,0,42.8,7.08,135.6
193,12195,0,151463,342679077,149531,361065203,248673778,2740720,0,42.33,7.37,135.7
194,2824,0,266185,362861045,148268,407257917,287355413,3095290,0,42.78,7.34,135.6
195,32266,0,250176,512127861,216583,528935457,401719455,3861224,0,42.11,7.63,135.6
196,20803,196608,187888,447258463,173259,452488708,303071974,3266428,384,42.6,8.1,135.7
197,16067,0,187977,408664197,177260,418940632,284193624,3251905,0,42.3,7.49,135.9
198,7700,0,244983,244623050,99727,298702868,195570215,1972437,0,42.41,7.49,135.8
199,7916,28672,334554,376670434,140365,442900221,301258881,3232742,56,42.12,7.9,135.8
200,18416,0,450425,406695094,183136,463503817,320458792,3348519,0,42.33,7.99,135.9
201,14059,110592,182957,467474535,205208,516714829,348377531,3967168,216,42.53,7.56,136.0
202,13467,0,182753,322499153,142480,350510163,234109636,2507313,0,42.43,7.21,136.0
203,11656,0,177318,408248651,179783,432982515,295821791,3264661,0,41.66,7.54,136.0
204,15938,0,126080,393738715,185436,419584688,272739825,3342752,0,42.25,8.1,135.9
205,58042,0,393047,365120605,159432,473818631,345948371,3320932,0,42.93,7.86,136.0
206,16229,110592,163260,394145348,186399,408539647,271368552,3020421,216,42.24,7.49,136.1
207,2645,0,175957,289675906,134045,308162005,209203560,2454877,0,42.44,7.42,135.9
208,7811,0,320573,473110868,197663,505419452,327763651,3792985,0,42.9,8.11,135.9
209,12566,0,261985,254896834,106177,268566618,184112418,1808216,0,41.53,7.39,136.1
210,20710,0,347030,383125845,147875,455323681,342534095,3216165,0,41.23,7.75,135.9
211,7368,110592,286287,415043814,161364,459816278,304927577,3275071,216,42.29,7.95,135.9
212,4443,0,248040,425304437,178976,469030541,295501269,3662812,0,42.14,7.14,135.9
213,7703,0,310241,312221540,121761,383817075,232061211,2700648,0,43.01,6.67,135.8
214,12884,0,204132,340424626,146823,370900668,250663672,2937799,0,43.12,6.67,135.7
215,15078,17997824,316797,448169576,172144,479836694,364386251,3696483,35152,43.03,6.78,135.6
216,8305,253952,262565,415657024,168887,429520914,294582818,3505752,496,42.82,6.73,135.5
217,11481,0,81783,320615722,147038,331252655,219681283,2548710,0,42.92,6.62,135.4
218,13897,0,171477,369733632,159287,401420643,271715816,3101741,0,42.0,7.05,135.3
219,10745,0,179636,448209701,204466,479393112,328260209,3964304,0,42.22,8.14,135.4
220,23626,114688,345738,517861750,202615,550370490,408406602,4123063,224,41.22,7.58,135.4
221,16053,339968,164104,405785362,195173,451094989,310183843,3306012,664,42.48,7.49,135.4
222,13792,0,151310,386542826,172546,422484781,271810909,3212610,0,41.67,7.8,135.5
223,8078,0,199359,343690359,142082,397180493,263103713,3046186,0,42.6,7.52,135.5
224,12285,0,199649,331035262,122973,341691695,228672329,2608197,0,41.52,7.81,135.6
225,23072,0,285348,395586505,185169,481971670,324168785,3354869,0,42.62,7.55,135.7
226,12921,110592,199023,443821293,198547,456745695,309467161,3367744,216,41.34,7.67,135.7
227,10088,0,245777,319967621,136943,340316207,226669121,2548324,0,42.63,7.44,135.7
228,9082,0,193456,370816668,174356,406229237,270417358,3270808,0,41.62,7.41,135.6
229,10479,0,193808,344809037,141726,384231867,255203329,2751296,0,42.75,7.4,135.7
230,29571,57344,487060,549408522,238022,578697310,405346395,4222879,112,42.41,7.52,135.7
231,13912,253952,272709,365226623,136387,387119638,272634005,2900868,496,42.24,7.64,135.7
232,8212,0,231278,386768108,160639,420896709,274303214,3114045,0,42.29,7.47,135.7
233,17563,0,185575,345371249,133340,342818347,226674541,2378923,0,42.82,7.08,135.7
234,6465,0,200245,329558953,118554,358161702,228418913,2531992,0,42.85,7.28,135.7
235,10000,0,441216,411928166,157193,510204089,372162043,3490864,0,42.63,7.19,135.8
236,7212,110592,200766,424825895,192878,469561752,320714282,3821666,216,42.58,7.13,135.7
237,16052,4194304,156467,450102818,211452,475867808,326397275,3770376,8192,42.77,7.18,135.7
238,7050,2461696,185047,309404032,136339,317594172,209910469,2012791,4808,42.97,7.24,135.7
239,2467,0,244059,284526081,113256,316323267,225853169,2220257,0,42.82,6.92,135.8
240,35538,0,377937,608089130,293877,680998575,527068141,4463667,0,42.6,6.95,135.7
241,18684,659456,90095,476263281,197619,505266901,367780255,3625631,1288,42.57,6.82,135.6
242,9134,57344,202305,429722561,197037,454141168,304908599,3396419,112,42.64,7.04,135.5
243,4537,110592,148633,329135719,135497,387451387,230189821,2900859,216,41.59,6.24,135.5
244,2229,0,112607,377503290,168993,372840857,265421728,2849673,0,41.32,5.9,135.0
245,9859,18366464,293786,411971252,193728,459511929,343070392,3317697,35872,41.95,6.88,134.7
246,11720,0,227530,356232293,170118,406995973,278961531,3133522,0,41.61,6.24,134.6
247,3568,0,113397,409525806,154121,416496788,294297630,3257084,0,41.28,5.82,134.3
248,2167,397312,199088,394518533,155415,418134584,284659382,3350636,776,42.0,6.73,134.0
249,10064,0,138252,375058575,178159,415020942,277623025,3109838,0,41.54,6.28,134.0
250,12749,602112,286900,449187885,196025,516031262,380273508,3952996,1176,41.25,6.06,133.8
251,3513,0,195602,286264753,136508,335730501,236900640,2668169,0,42.4,6.78,133.6
252,12324,0,179174,353588737,161697,416949319,260462548,3007743,0,41.2,6.45,133.8
253,1113,167936,119177,344016930,135426,378504549,263820700,2812517,328,40.55,5.77,133.5
254,1939,0,138921,386950421,183751,409467253,284508576,3245921,0,40.66,6.05,133.1
255,44147,57344,332698,505414256,224231,554416226,411637204,3955432,112,42.55,6.93,133.1
256,13713,0,148600,466121076,205017,503456649,323861169,3834505,0,42.37,7.26,133.2
257,13473,0,122723,357812716,171030,382890181,256709130,2859746,0,42.53,6.83,133.5
258,15136,225280,161111,395582703,173365,407042309,279458355,3209972,440,42.7,7.01,133.6
259,10496,0,227807,389452199,174971,406350516,272180954,2973941,0,42.56,7.08,133.8
260,9279,0,318709,464343976,223359,500770384,352277762,3621623,0,42.7,6.83,134.0
261,2660,28672,314858,327812379,138343,356993578,243734708,2533562,56,42.36,6.97,134.0
262,5488,0,283059,404455598,176596,432002607,294892956,3404369,0,42.92,6.96,134.3
263,3626,196608,227735,402732703,192202,490345656,318129306,3699432,384,42.68,6.66,134.3
264,13981,0,238441,333034385,150280,393939591,254803928,2914198,0,42.86,7.17,134.4
265,31288,0,399790,511184628,239893,555108103,402531499,3878816,0,42.55,6.7,134.5
266,9172,0,262348,429526085,209182,463940245,314158923,3509289,0,42.71,7.05,134.5
267,3930,0,237812,328712369,143897,382124676,269287129,2881853,0,42.59,6.92,134.6
268,8130,110592,319567,367863895,160900,417569323,298142022,2785046,216,42.97,7.69,134.7
269,9002,0,184446,396423045,161533,412571546,283177346,3268401,0,42.69,7.04,134.9
270,17740,0,350349,369867493,175881,448657723,336672866,3295935,0,42.24,7.76,134.9
271,13500,0,198280,420601073,173885,450752694,307682514,3429227,0,42.98,7.44,135.2
272,8025,0,253658,298654250,125088,339251856,222143871,2466906,0,42.68,7.07,135.2
273,9056,139264,205854,479923780,201755,496490930,332685723,3998943,272,42.52,7.83,135.2
274,4918,0,248172,383941799,167260,454278881,310376328,3353445,0,42.86,7.29,135.3
275,12158,0,337887,405079568,147928,427155523,340409159,3225744,0,42.43,7.08,135.4
276,15399,18702336,221725,393080959,192070,484103878,332249016,3523291,36528,42.62,7.89,135.4
277,9136,0,178412,449099493,201236,475029722,314443864,3586838,0,42.57,7.16,135.5
278,3588,253952,314078,392998441,164025,424572581,279730139,3092730,496,42.11,7.26,135.5
279,16051,0,223608,448929654,177282,482983259,315861551,3668890,0,42.49,7.36,135.5
280,9435,0,383189,472706923,183205,490294722,365254758,3563779,0,42.36,7.95,135.6
281,6785,114688,253957,246572060,97223,314041142,189018342,2079163,224,43.15,8.26,135.8
282,11661,0,254914,285131044,114015,301357268,203142749,2125968,0,42.25,7.18,136.0
283,10554,282624,283416,433812828,186330,496546837,334503910,3539082,552,42.37,7.77,135.9
284,14273,0,159592,379724895,173325,403298301,266326996,2954877,0,42.3,8.36,135.9
285,12482,0,427583,410570714,184498,480109903,340532554,3489364,0,42.85,7.81,136.1
286,17818,0,132508,435207056,210007,464111615,312190032,3569271,0,41.93,7.19,136.1
287,9054,0,66227,356597470,158660,369416972,258360715,3085444,0,42.0,7.39,136.0
288,12415,253952,184923,496443500,226312,511768626,349760486,4059003,496,41.8,7.87,135.8
289,25978,0,279014,462935869,186247,476929353,321500334,3638334,0,42.6,8.07,135.8
290,30092,0,316486,429391402,161970,500541550,360509525,3409517,0,42.19,7.57,136.0
291,23278,0,158808,436716695,189492,469577505,320748273,3463938,0,42.18,7.2,136.0
292,11258,0,234582,338467364,156725,372129355,252804046,2686710,0,42.62,8.36,135.9
293,5657,167936,295012,298332412,116079,346287012,242336838,2443161,328,42.17,7.56,136.1
294,7709,0,198628,363097925,163651,404577070,261210586,2956506,0,40.43,7.18,136.0
295,31208,0,410374,504488031,239761,561308747,394889001,3822162,0,41.3,8.02,135.7
296,67372,28672,862777,832227083,372598,864414184,898313260,4982270,56,42.04,7.72,135.7
297,6742,0,333413,228727591,80438,270329778,182751821,1632986,0,42.46,7.25,135.7
298,6865,196608,216981,367043160,177064,421488417,274261529,3194365,384,42.35,6.5,135.7
299,7247,0,271284,463681164,205443,493859939,330262661,3777128,0,42.75,6.63,135.5
300,14833,0,432360,406973505,192815,515718997,369157483,3509944,0,42.48,6.85,135.4
301,20500,0,139706,410819932,171416,437376241,290406835,3197933,0,42.87,6.78,135.3
302,9187,0,145897,418376138,163800,434751260,292285600,3282613,0,42.74,6.77,135.3
303,2924,110592,394926,367646275,127322,428577945,287475539,2951754,216,42.48,7.13,135.2
304,6091,0,260532,361909709,170637,408794192,266488578,3171843,0,42.19,8.15,135.2
305,10625,0,424058,347746612,133276,424380311,295461640,2965926,0,41.15,7.61,135.4
306,3609,0,360039,270201870,94973,328764530,205886536,2443710,0,42.61,7.71,135.5
307,14240,18804736,322454,435976625,183780,448823168,306899463,3214625,36728,42.12,7.98,135.5
308,15557,368640,181956,382350810,146008,381974468,258289895,2680927,720,42.19,7.56,135.6
309,13260,0,224258,398336616,172638,411477746,279690723,3187054,0,42.25,7.94,135.6
310,24049,0,458984,361699397,145474,434139292,324077846,3300155,0,41.95,7.61,135.8
311,8012,0,238502,456273592,203337,521936890,327656308,4156785,0,41.98,7.68,135.7
312,14461,143360,130176,374129012,175529,424769368,292668367,3431117,280,41.92,7.28,135.8
313,17625,167936,232452,361379211,129945,354918653,246802077,2657940,328,42.53,7.63,135.7
314,11726,0,142788,287183518,122136,335969391,210371743,2715218,0,42.15,7.53,135.8
315,24496,0,334728,490324974,222491,530602052,368672473,3887033,0,42.05,7.31,135.8
316,14300,0,280559,381874187,156383,405049785,277448585,2988431,0,42.63,7.46,135.7
317,13313,28672,163916,374317831,172648,411239456,280766270,3171072,56,42.32,7.37,135.7
318,7623,167936,189379,406357651,178608,430739551,300900951,3318438,328,42.18,7.32,135.7
319,6652,0,204710,368151048,183677,415523920,275236520,3399537,0,42.4,7.03,135.7
