,LLC-store-misses,bytes,LLC-load-misses,cycles,LLC-stores,ref-cycles,instructions,LLC-loads,blocks,pkg_pwr,ram_pwr,power
1276,22337,0,389208,403084636,178443,439183477,350894285,3064573,0,42.72,6.99,133.6
1277,11199,225280,268094,308087332,110749,328419724,220639499,2490765,440,42.57,7.18,133.9
1278,5602,0,280309,300883251,130170,362145363,245730629,2905144,0,42.65,6.62,134.1
1279,8543,0,161523,389427569,185931,450652337,307676629,3621891,0,42.54,7.23,134.1
1280,16795,0,315706,421348860,194128,460310506,353625979,3463165,0,42.94,6.84,134.2
1281,7079,0,254917,291726967,132780,333111822,207734796,2423075,0,42.33,6.55,134.4
1282,9501,225280,159897,503922821,232007,521785967,355430290,4167618,440,43.14,7.19,134.3
1283,13213,0,226325,396284469,178532,423239939,288430724,3354047,0,42.68,6.58,134.5
1284,12160,0,181311,386213641,180866,411351382,273368807,3159998,0,42.71,7.02,134.5
1285,17329,0,388544,463122115,198074,504924572,382537077,3251568,0,42.45,7.33,134.6
1286,11475,0,344590,376965606,134438,424823261,281299379,2599721,0,42.86,7.48,134.6
1287,9699,110592,279072,342427855,149343,390150876,263955939,2801377,216,42.43,7.0,134.9
1288,15952,0,248698,453053106,219052,505579112,356700729,3624487,0,42.33,7.78,134.9
1289,5302,0,178961,330984144,155374,394875639,241765006,3146491,0,42.83,7.48,135.0
1290,10738,17608704,509886,368898213,176236,456099806,298927208,3767408,34392,42.44,6.97,135.2
1291,9185,0,248123,439458246,204454,472674343,330451370,3487928,0,42.42,7.77,135.2
1292,10333,196608,269565,461983068,205458,505362351,342567149,3853239,384,42.46,7.29,135.2
1293,32358,0,423829,564523973,281194,599238099,431092994,4564954,0,42.57,6.91,135.3
1294,13209,0,57822,358947331,183118,378884941,268073639,2964669,0,42.15,7.56,135.3
1295,32558,172032,171620,528711771,255611,563724353,421693924,3960224,336,43.1,7.61,135.3
1296,14884,0,185387,406172924,159291,415998088,296721283,3161893,0,42.31,7.28,135.5
1297,12572,253952,147802,338846014,137870,346459418,237696239,2584354,496,42.79,7.49,135.4
1298,7783,0,265177,342297157,140224,371065438,258648307,2796785,0,42.5,7.48,135.5
1299,13273,0,208184,400942722,159829,455830375,356681202,3189821,0,42.8,8.34,135.5
1300,22564,57344,550653,475880244,212307,536189245,381838476,3615611,112,42.34,7.6,135.8
