,LLC-store-misses,bytes,LLC-load-misses,cycles,LLC-stores,ref-cycles,instructions,LLC-loads,blocks,pkg_pwr,ram_pwr,power
61,1494,110592,25609,532305355,356571,553442654,325795326,5589505,216,40.27,6.9,129.4
62,615,18636800,31499,397561786,265745,416060650,242625804,4167370,36400,40.21,6.91,129.6
63,1914,0,48573,461703324,319467,483597320,278537854,4753775,0,40.16,6.92,129.7
64,7099,0,175975,488537933,314960,498495777,338511128,4351115,0,40.16,6.95,129.8
65,1507,0,116499,469334367,337801,520438561,289939414,5001911,0,40.18,6.92,129.9
66,4313,253952,116566,398620137,255231,413554417,241050750,3986443,496,40.14,6.98,130.0
67,939,0,84119,607043707,419878,693316572,397786677,6818078,0,40.19,6.91,130.0
68,684,0,21877,375381706,267346,410982522,240737910,4187162,0,40.11,6.9,130.1
69,5097,0,165554,420246565,264903,437593678,311897830,3718823,0,40.19,6.92,130.1
70,2083,0,32012,435590335,298086,463526219,276964234,4512473,0,40.12,6.92,130.1
71,343,110592,71682,559555325,387431,601419722,341643595,6052494,216,40.11,6.92,130.2
72,4361,0,73897,351257989,237199,363231567,241394070,3377776,0,40.28,6.92,130.2
73,1292,0,57225,583249481,382289,596584457,350249106,5912595,0,40.26,6.92,130.3
74,7599,0,137370,346876421,207533,380120082,255981600,3495226,0,40.25,6.93,130.3
75,1124,0,99382,619026976,442819,665185763,378360892,6716938,0,40.26,6.91,130.3
76,1918,110592,30121,394500349,271230,411357401,239745994,4145751,216,40.32,6.91,130.4
77,551,0,39362,390442336,268048,414992223,243820602,4170253,0,40.3,6.9,130.4
78,605,0,37271,426071280,289392,443076837,252453500,4477588,0,40.3,6.94,130.5
79,11085,0,144342,627347069,407130,665339778,442629818,6379281,0,40.24,6.93,130.5
80,1567,0,64959,320239568,205694,321992413,205044646,3109596,0,40.36,6.88,130.5
81,260,110592,52900,450101703,324160,463791775,262438103,4643553,216,40.35,6.89,130.5
82,898,0,69411,546168173,353764,554061802,335173277,5371513,0,40.25,6.93,130.6
83,988,0,24268,374859382,269679,393868956,225814178,3820132,0,40.34,6.91,130.6
84,13115,0,143501,479703839,277314,484205544,343048231,4258445,0,40.31,6.89,130.6
85,1339,0,134525,510158119,337115,539947835,325318558,5251001,0,40.32,6.93,130.6
86,768,110592,70972,635147897,428176,648564119,385278419,6292316,216,40.27,6.91,130.6
87,355,0,29954,324463050,212381,334122579,209774284,3123043,0,40.34,6.94,130.6
88,341,0,38407,437366974,300808,465623032,268984004,4656884,0,40.4,6.92,130.6
89,5988,0,214802,612687661,403623,653065089,413116743,6078978,0,40.33,6.95,130.6
90,1882,0,48881,407343698,300381,444195505,254501330,4378986,0,40.32,6.93,130.6
91,1127,110592,60988,452805412,329448,480099052,267975898,4741814,216,40.36,6.94,130.7
92,1114,15667200,31428,367563683,253833,394411740,240951319,3715875,30600,40.33,6.9,130.7
93,798,0,45435,461125902,334494,496482712,274443399,4802513,0,40.3,6.93,130.7
94,7328,0,181431,506235925,322634,549642275,355826145,5060396,0,40.37,6.93,130.7
95,1510,0,86642,678474066,452098,711490863,417386094,6898994,0,40.34,6.93,130.7
96,205,167936,58182,371162892,272646,421143913,225539510,4118118,328,40.36,6.93,130.7
97,376,0,66697,464869232,314228,518167862,315745206,4820736,0,40.4,6.93,130.8
98,439,0,44200,300145408,201863,326960052,190621667,2914299,0,40.33,6.89,130.8
99,11491,0,132350,497815675,310753,545401496,357715007,5111909,0,40.33,6.93,130.8
100,1280,0,95170,433562676,249803,474131072,282654930,4460466,0,40.31,6.91,130.9
101,1106,110592,56758,336314395,238268,355806062,213694765,3573410,216,40.3,6.92,130.9
102,1482,0,43957,618702726,414526,643827285,373488314,6510601,0,40.23,6.91,131.0
103,879,0,33093,434546109,304833,448460041,260376846,4520770,0,40.24,6.91,131.0
104,9890,0,188934,475698455,306728,541048978,352481808,4974550,0,40.22,6.94,131.0
105,1485,0,82305,454076264,325904,509489113,280505094,4981256,0,40.23,6.91,131.0
106,1139,110592,64036,424479134,306118,450866212,248756488,4477942,216,40.3,6.93,131.0
107,959,0,58830,379309228,271844,408537271,232838380,3962203,0,40.39,6.93,131.0
108,1200,0,55303,572553967,400025,633875138,349791884,6221175,0,40.33,6.93,131.0
109,9063,0,229444,424765741,255803,463347766,334631155,4236986,0,40.34,6.93,131.0
110,1577,0,47969,376342947,263656,421346195,232703287,4095718,0,40.36,6.93,131.0
111,1831,139264,30073,641849752,459623,664991042,383401793,6453927,272,40.39,6.95,131.1
112,416,0,32445,435340526,302365,447351889,258673101,4461854,0,40.29,6.94,131.1
113,426,0,30753,444240315,224146,485264472,287022625,3827332,0,27.46,5.35,131.1
114,11088,0,254590,499822692,176432,573974942,430678746,3740578,0,26.3,5.5,130.9
115,953,0,13801,435075384,177389,469552836,288285656,3381810,0,25.48,5.15,99.7
116,5741,282624,136585,415044154,166622,483389642,350535362,2794058,552,25.98,5.44,100.0
117,343,0,28552,584150438,201361,666403638,371113671,4611468,0,25.37,5.26,100.1
118,231,0,4320,269411228,87511,318529509,196352096,2078470,0,23.65,5.09,100.4
119,7538,0,97518,487066627,194235,576325678,378002183,3904650,0,25.44,5.31,100.2
120,708,0,8291,342287896,139756,404232746,229720544,2753771,0,24.77,5.12,99.8
121,6299,253952,60577,508477991,216259,527890554,381654183,3322521,496,26.03,5.34,99.9
122,463,0,11155,409949703,142693,495594054,311232188,3328974,0,24.03,5.15,99.7
123,307,16846848,12361,410115112,226096,446409105,261375537,3762690,32904,36.83,5.47,99.9
124,6689,0,120526,491696513,341592,518922840,331767237,4634501,0,40.26,6.54,99.6
125,269,0,85007,413359983,286200,448313182,274658846,4263479,0,40.37,6.9,127.4
126,816,253952,95743,580922312,378324,619513616,355235658,5849578,496,40.3,6.75,127.8
127,908,0,16871,388078610,262580,392273982,235605060,3668388,0,40.4,6.92,128.2
128,448,315392,36125,375088852,260845,400426037,234782549,3910692,616,40.3,6.91,128.4
129,12774,0,162892,383312300,204303,489230364,325063818,4323312,0,40.29,6.97,128.7
130,546,0,99487,637944766,459620,698450897,389861619,6887185,0,40.28,6.94,129.0
131,1185,167936,34273,416432663,289516,436212843,252447983,4528987,328,40.33,6.93,129.3
132,235,0,41572,376714540,252898,391131482,232609497,3948164,0,40.31,6.93,129.6
133,719,0,31352,548353274,369705,567573172,335997534,5638701,0,40.42,6.94,129.7
134,6217,225280,188651,371997315,245153,401767090,268954778,3989314,440,40.37,6.94,129.9
135,1997,0,42212,414562042,305749,454491959,260533430,4489362,0,40.32,6.93,130.1
136,4799,0,105217,390547986,298797,475229778,234132341,4619485,0,40.29,7.01,130.3
137,1179,0,43088,357696190,244286,371547804,217912718,3731932,0,40.37,6.93,130.5
138,857,0,31808,398718144,285233,424725698,241791151,4320621,0,40.36,6.96,130.7
139,16109,110592,189341,584278686,412234,669373453,409171141,6225082,216,40.33,6.92,130.7
140,677,0,25486,361225336,227011,374347004,228923700,3744231,0,40.33,6.91,130.8
141,222,0,59780,546006082,361101,567461752,341816737,5567522,0,40.33,6.93,130.9
142,192,0,45677,349269334,238941,379700484,222525443,3705168,0,40.3,6.96,131.0
143,385,0,23401,362032169,264916,373167466,218161960,3840806,0,40.36,6.94,131.0
144,11814,110592,173163,703042289,454812,731607314,487106367,6597257,216,40.39,6.94,131.1
145,321,0,119099,376523279,200632,410483469,236158877,3938900,0,40.34,6.94,131.1
146,1340,0,61871,403136995,276976,421672115,244391404,4085488,0,40.31,6.96,131.2
147,563,0,42283,515861927,374877,585643252,319511838,5897461,0,40.35,6.93,131.2
148,647,0,23923,408840934,281732,423531318,243747486,4141370,0,40.36,6.93,131.2
149,5286,110592,185025,489592452,319764,533789094,340559521,4849840,216,40.37,6.95,131.2
150,3116,0,44587,332777660,223642,371353027,224028196,3750925,0,40.27,6.93,131.3
151,1567,0,37421,608161163,429077,643220128,367591453,6443162,0,40.29,6.91,131.3
152,870,0,49795,235908303,121886,250499855,159629461,2179305,0,40.34,6.98,131.3
153,1181,0,52501,521302836,351539,559636220,337705545,5429309,0,40.33,6.95,131.3
154,9891,15441920,171379,448211654,267560,505170635,302405874,4372095,30160,40.31,6.98,131.3
155,1989,0,71886,465781549,328510,509912481,288272172,4943680,0,40.34,6.94,131.3
156,919,0,50659,535045578,304675,539833240,322786682,5137564,0,40.29,6.98,131.4
157,794,0,28160,462612949,311732,471226730,276865258,4750720,0,40.33,6.97,131.4
158,287,0,48642,340948257,210800,347269760,212734098,3252141,0,40.34,6.96,131.4
159,8431,139264,146454,588131075,354322,598615000,409153172,5385087,272,40.32,6.94,131.4
160,2971,0,56174,470661274,321086,509538295,295206064,4913932,0,40.35,6.94,131.4
161,508,0,34757,397714705,280783,413697981,241474061,4091821,0,40.33,6.96,131.4
162,311,0,45810,439327918,293413,446468093,261012630,4405157,0,40.33,6.94,131.5
163,249,0,61485,453514197,316670,477675884,267961431,4743851,0,40.29,6.95,131.5
164,10433,282624,135006,686882379,492050,765412462,461028202,7333087,552,40.24,6.98,131.4
165,568,0,86316,377422711,270399,432310556,237318459,4362257,0,40.38,6.95,131.4
166,570,0,36828,350928039,241060,372516492,220119040,3631493,0,40.26,6.94,131.4
167,513,0,62729,470150646,294347,499303014,299865998,4648672,0,40.36,6.96,131.4
168,565,0,23665,370817336,262752,390343157,221875164,4000602,0,40.29,6.93,131.4
169,10332,110592,190777,531476170,361806,593295026,394091458,5478228,216,40.35,6.97,131.4
170,3670,0,81411,421051750,241944,444096560,279928086,4110860,0,40.41,6.98,131.4
171,1010,0,46356,376751529,259753,396138746,225420387,3844736,0,40.42,6.95,131.5
172,1435,0,52635,588164155,419731,611777294,350829665,6113730,0,40.36,6.97,131.5
173,732,0,37329,318846078,207449,345151712,209910668,3147250,0,40.45,6.94,131.5
174,288,110592,168814,402895747,258181,448769996,299656275,4147881,216,40.34,6.97,131.4
175,211,0,129680,617400599,440610,697621329,371318925,6783057,0,40.32,6.95,131.4
176,180,0,53244,293761357,195202,309087227,187953041,3103600,0,40.37,6.96,131.5
177,360,0,41459,428057745,316650,477110568,255147639,4805917,0,40.34,6.97,131.5
178,472,0,64802,504011468,341308,556951020,312526533,5511784,0,40.35,6.98,131.5
179,4108,110592,187836,489158525,349309,519130338,336940363,4733754,216,40.37,6.96,131.4
180,2624,0,71822,458828022,329205,498560970,282792059,4914567,0,40.39,6.98,131.4
181,973,0,65542,483956979,326962,515985377,307741096,4867766,0,40.38,6.95,131.4
182,1399,0,28068,256044763,203244,315416339,185245954,2861180,0,40.4,6.93,131.5
183,1181,0,17789,414142230,235587,433454162,260591404,3728061,0,28.01,5.48,131.4
184,7978,282624,107654,485408755,203120,541225335,361038274,3390378,552,24.28,5.31,131.5
185,1977,16056320,59237,403431021,157969,445798827,278851751,2785653,31360,24.26,5.22,101.9
186,12591,0,85206,517882968,231574,583870752,402916365,3830938,0,26.81,5.47,101.4
187,710,0,13555,429344381,171622,466943644,283967010,3364242,0,24.85,5.32,101.1
188,67,0,4142,392820177,148976,417469236,250904953,2880849,0,24.82,5.03,101.4
189,4972,167936,109383,330234702,148260,400335819,263167220,2642380,328,24.51,5.28,101.2
190,676,28672,10993,440685250,172128,476862259,299320534,3165722,56,24.95,5.1,100.8
191,965,0,63764,355023222,121962,459229639,282234794,2959886,0,24.78,5.34,100.8
192,521,0,11854,442896447,158906,491231060,277812834,3579053,0,24.45,5.17,100.4
193,623,0,6919,257147503,91703,291935981,189674429,2331980,0,37.07,5.4,100.4
194,10182,253952,106477,458965773,270009,477232861,333289666,4450618,496,40.2,6.77,100.2
195,2273,0,29647,616070581,431887,667835169,388559617,6724092,0,40.2,6.84,126.8
196,1332,0,26253,385561597,264705,392012673,229223063,3816870,0,40.21,6.87,127.3
197,979,0,31533,384091218,244465,395868008,258347208,3658355,0,40.31,6.94,127.8
198,749,0,18303,443209426,322217,459692815,265636161,4611261,0,40.23,6.93,128.2
199,15255,110592,138088,542604605,352396,562639705,364201737,5601167,216,40.22,6.94,128.5
200,1559,229376,92723,563430588,359333,601258923,373302079,5663701,448,40.3,6.93,128.9
201,486,0,35278,420014972,302974,442004637,246545113,4406149,0,40.29,6.93,129.2
202,636,0,31176,471082906,336696,498636711,290152777,5019139,0,40.2,6.91,129.4
203,486,0,15632,436094326,309136,464900982,277629625,4712147,0,40.26,6.93,129.7
204,3032,110592,198119,548978845,358194,582948328,373524399,5333676,216,40.21,6.94,129.8
205,6777,0,144994,538694311,355858,600979169,356153914,5627770,0,40.23,6.98,130.0
206,790,0,49170,339626945,177750,353624883,216367425,3329754,0,40.29,6.93,130.2
207,2350,0,64535,444405190,260918,513948299,304224961,4725357,0,40.25,6.95,130.4
208,839,0,27965,428209544,303243,451693075,254401231,4502967,0,40.21,6.92,130.5
209,24654,110592,163575,454863357,291227,493226438,338072306,4587093,216,40.25,6.95,130.6
210,353,0,62317,357379322,239450,395077879,244651778,3875475,0,40.24,6.93,130.6
211,360,0,63765,653905044,461998,698285735,393853626,6979209,0,40.16,6.94,130.7
212,342,0,40171,334806807,240304,384355608,204349093,3849038,0,40.18,6.92,130.8
213,789,0,22686,344863078,244472,369395114,217139695,3647987,0,40.2,6.92,130.9
214,4896,110592,183682,486626257,337689,527951682,341453479,5022194,216,40.23,6.95,130.9
215,2236,15966208,112422,622514669,437621,649219802,384818817,6262120,31184,40.17,6.93,130.9
216,937,0,49617,356531666,236450,353099668,212821852,3378826,0,40.26,6.93,131.0
217,861,0,32253,408812007,284730,420060062,246280860,4070107,0,40.24,6.93,131.1
218,1200,0,61174,517132760,362754,580252862,334564591,5555501,0,40.27,6.94,131.1
219,12736,253952,148967,475026335,312390,505060304,343662040,4903285,496,40.24,6.93,131.1
220,1205,57344,26792,370041778,274884,391431714,223681583,3830033,112,40.29,6.91,131.1
221,756,0,62038,474396398,329164,490767488,282738618,4836490,0,40.27,6.93,131.2
222,1047,0,42906,468524422,329048,485771148,277450751,4747036,0,40.14,6.9,131.2
223,843,0,74668,587067250,417344,635686403,365083141,6102369,0,40.26,6.91,131.2
224,10625,196608,190361,506777514,372487,558014795,348622069,4859497,384,40.23,6.93,131.2
225,1776,0,92640,397797869,263112,418127467,242237098,3983772,0,40.31,6.93,131.2
226,1262,0,64092,567383488,395735,607345286,344207378,5886887,0,40.22,6.92,131.2
227,1414,0,24479,395124261,285921,428692262,243337397,4360506,0,40.26,6.92,131.3
228,909,0,40532,286616864,171793,313537293,198434482,2792149,0,40.23,6.88,131.3
229,5092,110592,215761,611403135,399404,671636762,407602367,6021712,216,40.27,6.95,131.3
230,1812,0,70105,375218063,252811,400870237,241278076,3606561,0,40.32,6.94,131.2
231,1625,0,55714,564984966,400114,605301841,344005360,5913069,0,40.24,6.92,131.3
232,1097,0,46389,414445490,297766,450044596,245698996,4389533,0,40.32,6.93,131.4
233,2383,0,43169,326744917,210358,391591230,230033247,3758632,0,40.27,6.93,131.3
234,17082,110592,133251,430455029,270497,464453458,312796767,4133489,216,40.24,6.93,131.3
235,1721,0,85082,698580742,449194,735353840,431256686,7166984,0,40.24,6.94,131.3
236,816,0,65715,467353596,314265,483825756,277853969,4730675,0,40.26,6.91,131.4
237,384,0,38690,348951887,216715,348387630,220270982,3388789,0,40.31,6.92,131.4
238,410,0,28113,438659518,315014,479244675,265123811,4804544,0,40.26,6.93,131.3
239,3945,110592,229506,470692426,308953,524396782,348961034,4558498,216,40.25,6.94,131.3
240,2855,0,60735,490215807,349728,515935978,294197957,5142238,0,40.24,6.95,131.3
241,728,200704,46161,472193077,326049,489250219,279851217,4845701,392,40.27,6.93,131.4
242,846,0,36120,370401566,244928,388092415,237941349,3690239,0,40.28,6.94,131.4
243,1208,0,46870,532850921,354070,549775964,334945489,5384975,0,40.29,6.92,131.4
244,16953,110592,141308,411057502,257636,446488880,293987757,3878277,216,40.23,6.95,131.3
245,1444,0,130307,491901034,298503,518717092,298901822,5070853,0,40.22,6.93,131.4
246,867,16089088,98206,396059738,239234,406430643,293356128,3670036,31424,40.29,6.93,131.4
247,679,0,62513,563394096,372640,593684159,348892226,5856547,0,40.22,6.92,131.4
248,894,0,26021,330571948,225168,338645484,209525133,3289213,0,40.25,6.94,131.4
249,9258,253952,187662,537667009,387136,569044761,348380198,5363000,496,40.2,6.95,131.4
250,1325,0,68044,423190216,282005,450833037,264478050,4105353,0,40.21,6.93,131.4
251,1623,86016,70501,530232416,381885,590342420,328080008,5631755,168,40.25,6.95,131.4
252,942,0,34170,403900987,293029,417288756,238811118,4124650,0,40.29,6.91,131.4
253,1211,0,51492,430756994,245631,473972910,318005783,4013494,0,37.65,6.3,131.4
254,5039,598016,134977,443016675,135602,489167423,402050411,3201606,1168,28.37,5.6,131.4
255,238,0,18327,396889610,156491,473330480,284358572,3221009,0,24.63,5.18,124.6
256,155,86016,8052,396557406,168005,413898445,255120495,2995940,168,24.84,5.07,106.9
257,166,0,4674,484162401,164929,528059589,321476226,3711589,0,24.69,5.02,99.6
258,175,0,7906,309814734,115320,314146601,204530206,1988294,0,24.2,5.06,99.6
259,9780,425984,121455,492841438,244848,594311199,417938522,4287752,832,29.25,5.46,99.4
260,870,0,19789,473995120,182674,537607131,332392971,3919623,0,24.0,5.22,99.3
261,3954,28672,92015,383760163,126407,486297230,318371184,3199942,56,26.12,5.36,108.8
262,1221,0,28443,426971070,189614,463044986,280743569,3350124,0,26.0,5.21,97.5
263,192,0,4157,408293514,176087,426989471,264230241,2933756,0,24.39,5.09,104.1
264,12754,6348800,117754,515121676,210278,540185176,422214352,3692773,12400,28.91,5.53,103.6
265,887,0,57633,512733356,227448,592872573,360989524,4408812,0,27.87,5.25,103.0
266,268,0,9679,462771331,198661,516960901,303798248,3457222,0,24.0,5.12,108.7
267,380,0,6520,287668947,74801,323717121,219469952,1872564,0,24.11,5.08,108.2
268,541,0,13681,434525919,188548,490943370,301432186,3248908,0,24.18,5.03,97.3
269,4460,425984,96806,381543642,154658,436946684,276008889,2964748,832,25.39,5.4,97.3
270,1328,0,30794,386555949,211515,391282580,240957135,3189640,0,39.38,5.46,97.4
271,426,0,5161,543586830,358570,563921408,340227069,5608266,0,39.94,5.19,97.9
272,207,0,4329,316364724,208617,331659526,199363627,3419386,0,40.01,5.5,128.8
273,1580,0,10159,333827999,241131,384010825,214479205,3706402,0,40.08,6.03,128.7
274,6708,110592,97879,453989388,321978,499467608,310868519,4783363,216,40.22,6.82,128.8
275,1356,0,34296,699300170,481151,731141605,424537036,7022984,0,40.17,6.79,128.9
276,289,17862656,10136,358062845,252135,390083561,223043545,3926650,34888,40.16,6.74,129.1
277,627,0,22892,454945328,323722,493137807,293912154,4959138,0,40.19,6.81,129.4
278,772,0,6029,430853745,280435,430365460,262257443,4380626,0,40.21,6.8,129.5
279,18504,253952,135903,636022415,410220,685820578,433056108,6277651,496,40.16,6.91,129.7
280,783,0,27199,425840246,265340,433889351,265388920,4168956,0,40.14,6.91,129.8
281,685,1232896,11131,424903606,294031,442480508,256903117,4376067,2408,40.21,6.92,130.0
282,846,0,38977,399324482,283758,431384685,244943133,4240500,0,40.18,6.78,130.2
283,168,0,12664,597627533,421411,635670323,360589568,6327903,0,40.18,6.85,130.3
284,5251,110592,153688,388504844,241011,416851413,285579991,3606085,216,40.17,6.92,130.3
285,1158,0,60073,396882168,251955,418373773,250616487,3864116,0,40.1,6.88,130.4
286,499,28672,11161,565088781,395648,583879990,335663064,5785667,56,40.17,6.91,130.5
287,284,0,15394,308089187,215673,345225191,208039457,3376965,0,40.28,6.89,130.6
288,475,0,5979,408689198,268582,417060767,266043016,4109697,0,40.21,6.92,130.6
289,11065,110592,150579,606050142,360614,602028726,422647977,5211966,216,40.17,6.95,130.7
290,1262,0,54354,332236555,219109,344009637,235223251,3482000,0,40.24,6.92,130.7
291,374,0,32917,433110065,252845,459155746,285793310,4281354,0,40.27,6.91,130.9
292,406,0,15801,326006036,209767,334277909,209277362,3149791,0,40.23,6.89,130.9
293,1404,0,54401,583353332,407977,616671506,358447459,6068380,0,40.2,6.93,130.9
294,7754,110592,132324,474451084,315477,513442302,334183536,4605600,216,40.16,6.92,131.0
295,1057,0,27856,388169572,259233,403277671,239115995,3977894,0,40.2,6.92,131.0
296,1003,0,17301,402145388,248788,427996627,238836931,4257298,0,40.21,6.91,131.1
297,585,0,14325,562443609,375760,580663267,353198432,5581135,0,40.29,6.92,131.1
298,497,0,5500,345537888,238845,359453735,208838560,3659577,0,40.21,6.92,131.1
299,15451,110592,117718,596550556,385231,628936567,420350553,5700811,216,40.24,6.93,131.1
300,1215,0,23415,345158113,248257,368235120,212558801,3542815,0,40.25,6.91,131.0
301,580,0,11054,360722061,250439,381649218,223885434,3640934,0,40.21,6.89,131.1
302,995,0,15364,482076811,321632,515761971,299914440,4904283,0,40.27,6.92,131.2
303,511,0,9038,333402680,184068,360361828,220901581,3357780,0,40.24,6.91,131.1
304,3683,110592,129066,669516074,441382,709621902,443987654,6595198,216,40.16,6.94,131.1
305,624,0,59923,362717315,252316,390199701,221509622,3825580,0,40.19,6.93,131.1
306,961,0,17499,437609683,296856,466338542,262974838,4537084,0,40.16,6.94,131.2
307,1259,14630912,15722,379806722,267018,410897160,242960633,3924637,28576,40.23,6.9,131.2
308,495,0,17659,558818973,402968,593467496,335429355,5917179,0,40.29,6.91,131.2
309,10359,253952,141303,414309673,250780,447356783,300855556,3592211,496,40.23,6.92,131.1
310,1007,0,34438,437267183,312784,482145825,280877120,4739698,0,40.21,6.93,131.2
311,228,0,22268,538906338,382891,594043483,320327087,5773303,0,40.22,6.92,131.2
312,232,0,15641,371467846,258259,382961747,223559808,3586742,0,40.25,6.91,131.2
313,241,0,20856,495534271,316299,506189431,307474706,5045918,0,40.27,6.93,131.2
314,17582,110592,107474,413309442,263937,466697295,313005536,4175942,216,40.32,6.94,131.2
315,5578,0,41721,433773492,295933,474575609,284174175,4590511,0,40.22,6.91,131.2
316,834,0,34168,503801782,340250,530079495,310434585,5167984,0,40.23,6.94,131.2
317,5938,0,40440,391203637,221270,401490445,236189626,4052438,0,40.26,6.98,131.3
318,1845,0,9440,329121166,224378,351279719,204041390,3695877,0,40.29,6.91,131.3
319,14241,110592,118548,597799065,384493,655751155,437170387,6022633,216,40.27,6.93,131.3
320,854,0,26458,329114125,235660,392402128,209376102,3881407,0,40.21,6.9,131.2
321,603,0,14760,403328299,267134,410799215,246140572,4061170,0,40.21,6.92,131.3
322,738,28672,16718,475204253,308882,541946662,298829187,5377876,56,40.28,6.92,131.3
