,LLC-load-misses,ref-cycles,bytes,LLC-store-misses,blocks,LLC-loads,instructions,cycles,LLC-stores,pkg_pwr,ram_pwr,power
69,174633,483473527,17121280,6512,33440,4872138,309617936,467297363,319128,41.83,9.19,117.9
70,337641,956743221,0,19233,0,9362125,599102723,906187013,618909,42.26,9.74,118.0
71,194514,468560553,454656,7212,888,4632878,287602104,434746940,307903,41.36,8.8,117.4
72,161602,531837339,0,7011,0,5216540,340092849,511105763,353843,41.98,9.16,117.7
73,300576,624114457,86016,19093,168,5855403,447710564,592616120,389465,41.95,9.13,118.1
74,235715,606107659,0,9517,0,5991825,377109167,567762889,401450,42.14,9.33,126.4
75,419309,1078555617,0,21378,0,10814600,685875414,1023417825,715820,42.32,9.51,118.1
76,190108,514729744,225280,7461,440,5264907,328635317,491164011,337874,41.97,9.17,118.4
77,157552,504539615,0,18176,0,5029992,321602952,477180931,339443,42.03,9.15,126.8
78,182980,525498397,0,10150,0,5133780,330078841,493186281,347021,42.09,9.27,126.8
79,358679,1005183950,57344,24108,112,9933184,629667249,934198745,665354,42.44,9.62,126.3
80,194087,489826492,0,8843,0,4698086,311158097,467724214,302031,42.0,9.07,125.9
81,231317,528967382,339968,8087,664,5180445,333527449,505099058,345725,41.58,8.7,119.4
82,212357,534335070,0,6884,0,5201794,341196601,510827775,357311,42.51,9.46,119.5
83,401650,953247764,0,16633,0,9242042,595129230,891932151,636420,42.3,9.24,119.3
84,191815,505802207,57344,14994,112,5078230,318882232,478798469,340193,42.12,9.08,119.7
85,149587,542372474,28672,14114,56,5335816,349289260,493190048,351736,42.14,9.15,119.1
86,209173,567187003,311296,14845,608,5614608,358534583,544143581,374530,42.22,9.3,119.5
87,1371594,1245316979,0,63553,0,11904632,781842837,1132423488,776939,42.48,9.46,118.9
88,152085,468293211,0,14122,0,4687889,295888517,439552682,308504,42.11,9.11,118.9
89,174038,515470092,28672,12983,56,5071513,325551455,497751110,349149,42.09,9.14,118.6
90,295326,950153565,0,27869,0,9211103,610526975,916588571,623354,42.62,9.69,118.4
91,122554,444454459,425984,12786,832,4383422,280888225,426219713,290743,41.75,8.84,125.0
92,143662,489320224,0,6744,0,4919939,317622405,483667612,330406,42.14,9.19,114.6
93,420220,993903471,0,19212,0,9716669,630343966,947593007,652321,42.92,10.08,114.5
94,213368,470342508,86016,7540,168,4611826,300388941,447530640,308036,42.25,9.41,120.6
95,169506,507201410,0,14344,0,5021753,314173983,470015645,321183,42.18,9.28,120.1
96,187725,610164086,225280,27689,440,5790180,415029424,573902752,391164,42.3,9.44,113.4
97,448746,1012963759,0,15182,0,9875814,630250626,959376871,665708,42.74,9.94,120.3
98,188369,454878678,0,6225,0,4444705,287832911,433424157,299299,41.82,8.98,120.7
99,140155,501950259,14630912,11340,28576,4864104,293834914,437073133,317358,42.01,9.41,120.4
100,304984,978445725,0,21426,0,9826031,622968719,940351750,643196,42.21,9.62,120.2
101,175402,482881071,225280,7968,440,4609431,299740037,458481734,318533,41.88,9.22,114.8
102,165700,528292338,0,13868,0,5166703,327277708,491774685,351153,41.93,9.24,120.6
103,190380,532730760,0,9865,0,5131144,341871954,511340040,346963,42.26,9.68,120.0
104,411434,1024844615,86016,21034,168,10066411,646656753,973507383,683727,42.06,9.43,130.7
105,213506,534198388,0,12305,0,5151112,340330030,508334085,354255,41.79,9.19,121.9
106,145834,566545296,339968,20339,664,5604208,362586942,537572286,377376,41.41,8.66,121.8
107,1132200,742295635,0,42829,0,7303069,478773638,680827862,447947,42.08,9.18,115.7
108,173228,569018791,0,15628,0,5566811,358177330,544627752,370023,42.48,9.55,116.2
109,358780,968497741,57344,24735,112,9574167,605665614,911198421,637633,42.33,9.47,116.6
110,178883,493344708,0,13894,0,4846828,295362972,443737180,314959,42.04,9.19,117.0
111,173163,535470700,253952,14208,496,5267986,337004324,512020459,355186,42.23,9.34,130.2
112,374177,948863350,0,24427,0,9415060,598802861,905112543,625443,42.52,9.67,129.6
113,202083,497220282,0,7326,0,4844413,309030804,464101169,318765,42.15,9.18,129.6
114,219340,524249863,57344,10281,112,5296424,327557773,492281692,351504,42.15,9.25,129.6
115,434032,995521571,0,22284,0,9565117,672856222,920556568,617653,42.26,9.36,118.7
116,1092883,654355886,368640,33723,720,6542729,411114460,613946359,421163,41.95,9.0,130.4
117,226058,528992827,0,11356,0,5368869,331752691,496613358,365186,42.15,9.14,121.4
118,201166,559393202,0,11087,0,5395931,354385867,541685368,378498,42.19,9.2,115.4
119,174996,511884488,0,16775,0,5016961,327237241,474596550,338608,42.54,9.54,122.0
120,359436,1033735951,57344,19587,112,10088131,645535784,978339933,676136,42.37,9.35,121.5
121,221225,533442217,253952,6928,496,5211505,335815808,514465730,348320,42.13,9.18,128.0
122,243430,555554763,28672,6938,56,5404255,350754448,531175662,363891,42.13,9.17,128.1
123,207743,525694770,0,10912,0,5236098,332765998,496252282,352805,42.15,9.21,135.6
124,1243291,683263686,0,51538,0,6665382,442669854,643971069,430948,42.6,9.68,135.7
125,302574,1044882322,57344,30446,112,10415930,661576111,979065287,687921,42.21,9.18,135.9
126,159136,560933739,397312,10723,776,5513671,356872768,505108772,363389,41.91,8.91,136.1
127,215962,586109603,0,21248,0,5723775,402411025,547824011,368311,42.15,9.21,136.3
128,777491,777431028,0,53862,0,7123470,476783533,717643782,455623,42.16,9.25,136.5
129,1001722,779721550,0,52506,0,7704110,480532957,698160526,489556,42.2,9.31,136.7
130,327700,690413113,15294464,30006,29872,6375602,500793828,646608535,433231,42.42,9.53,136.7
131,199140,561369750,253952,12107,496,5680754,350931474,526616475,375501,42.8,9.87,136.7
132,447252,1014934428,0,12578,0,10073801,642518325,960225626,664624,42.28,9.37,136.7
133,170613,491320912,0,10869,0,4904109,308770518,460414791,325170,41.71,8.93,137.0
134,1689997,935024737,0,64886,0,8310698,661912185,851056698,552647,41.13,8.38,137.0
135,1687560,1645542770,114688,170635,224,10814934,1691995636,1593231798,902939,41.35,8.47,137.0
136,0,0,684032,0,1336,0,0,0,0,41.14,8.27,137.2
137,1679418,1801305267,0,203337,0,13122237,1517755294,1735485296,1090280,40.94,8.08,137.1
138,1973784,1854235745,512000,233290,1000,12583602,1654913454,1785762286,1020253,41.23,8.38,137.1
139,1657488,1414676160,0,200547,0,12048846,1178198392,1313770612,826773,41.19,8.5,137.1
140,1768991,1539032356,114688,221555,224,10925920,1332311954,1426693238,854159,41.2,8.41,137.2
141,0,0,0,0,0,0,0,0,0,41.06,8.23,137.3
142,1409317,1696145359,0,199214,0,13601753,1483639550,1625840235,1027348,41.25,8.56,137.3
143,1627223,1270873673,483328,157319,944,10543631,1009577642,1227530871,683576,41.75,9.19,137.3
144,374474,718035466,544768,35956,1064,6613964,504307562,688897593,467135,41.62,9.0,137.3
145,1076566,779723621,86016,50172,168,7224738,553914055,718978676,436331,41.56,8.89,137.4
146,254739,646016459,0,21694,0,6286517,427469972,595562136,415833,42.46,9.65,137.4
147,460439,1069367908,0,24694,0,10401428,670193373,1011263245,716594,41.97,9.16,137.2
148,278791,573492851,253952,14806,496,5585594,354668114,536517379,379637,42.07,9.2,137.3
149,261535,583732579,0,14375,0,5641766,361716430,542757316,386148,41.96,9.16,137.3
150,193623,526666315,57344,8991,112,5225593,332308406,496599590,351921,42.25,9.45,137.3
151,785209,1224958748,0,47514,0,11726272,752701579,1164597355,797998,42.32,9.45,137.3
152,198745,570113388,0,20725,0,5250270,391710362,542206855,356741,42.01,9.16,137.4
153,198987,441012754,225280,10008,440,4273869,287878363,434899295,292874,41.99,9.1,137.5
154,254934,547767544,172032,8158,336,5452846,338652524,517528022,373285,42.59,9.83,137.5
155,811751,1135308263,57344,44325,112,10929608,724292803,1038089760,730144,41.46,8.63,137.6
156,197951,537729894,0,11578,0,5196753,345533175,510546656,368569,42.0,8.99,137.7
157,247215,559134249,0,11082,0,5465541,349921623,532560674,378406,42.09,9.11,137.6
158,288766,630372919,339968,19456,664,5789230,449725699,593731384,382697,42.16,9.26,137.7
159,216013,536657689,0,11943,0,5369568,343230967,507736409,363458,42.61,9.68,137.9
160,365949,1020937741,57344,38344,112,10029719,648045177,970702521,669038,42.05,9.09,137.9
161,253484,580320870,13291520,11541,25960,5728097,361254195,545017656,375442,42.09,9.15,138.0
162,273909,578039081,28672,10394,56,5812398,364050874,543632602,386207,42.09,9.12,138.0
163,228016,534324662,225280,8940,440,5224417,328860971,495428193,358502,42.47,9.47,138.1
164,507627,1089194818,200704,21379,392,10536200,683475275,1013519800,717766,42.42,9.36,138.0
165,207122,520235738,0,7400,0,5066214,322029535,483555009,351818,42.1,9.16,138.0
166,290933,577437859,86016,13359,168,5608140,373390641,535829697,369602,41.71,8.83,138.1
167,404997,655177959,143360,23782,280,6290067,472257920,580001223,417244,42.18,9.27,138.0
168,1003729,796906878,339968,74561,664,6887251,686389896,801489066,437830,42.18,9.29,138.0
169,486196,637837388,0,26753,0,6069797,370341257,599454377,426471,42.5,9.74,138.0
170,585399,1124558014,0,26504,0,10861224,694949896,1065359998,764028,42.27,9.37,138.1
171,241257,564342499,57344,10149,112,5389075,344921169,518681659,373177,42.25,9.3,138.0
172,296704,579492225,57344,9173,112,5714284,360252079,535355912,390378,42.29,9.49,137.8
173,312033,500271572,368640,17816,720,4769794,313376298,467256934,322931,42.02,9.33,137.8
174,755727,1197049008,315392,66076,616,11686688,706807269,1121318344,827423,41.83,9.12,137.9
175,134647,506364146,0,18340,0,4968073,316642099,472006476,327590,41.86,9.17,137.9
176,473644,666291770,86016,43191,168,6642452,411651954,621853635,422602,41.68,9.01,137.9
177,247453,647255545,28672,14415,56,6274021,396639779,606173879,402854,42.01,9.35,138.0
178,167553,559066722,368640,16522,720,5574975,354474769,530854370,382935,42.25,9.65,138.1
179,407999,1156422656,0,43740,0,11071765,770239967,1109996879,750572,41.88,9.26,138.0
180,218950,545662174,0,8090,0,5376408,343153914,524482810,354809,41.92,9.2,138.0
181,360774,612617433,57344,18738,112,5899255,403575309,590307379,388975,41.26,8.48,138.0
182,254074,594719872,0,13115,0,5806821,363912796,549978675,393414,42.47,9.6,137.9
183,576464,1085080248,311296,27051,608,10326859,726967259,1040090131,690852,42.22,9.34,137.9
184,269491,555538121,258048,8989,504,5503706,343709666,521106310,365168,42.08,9.17,137.9
185,242751,524395116,0,16215,0,5040833,334220865,489304374,328654,41.96,9.09,138.0
186,230371,582493295,86016,15273,168,5795732,360108281,549656723,378141,41.87,9.13,138.1
187,589958,644879951,0,38529,0,6334296,399139704,604050940,421920,42.53,9.72,138.0
188,382211,1112575521,311296,50048,608,10689206,764956390,1058067284,723014,42.06,9.26,138.0
189,204386,556371611,0,11526,0,5352810,356814173,525592197,370035,42.02,9.19,138.0
190,222129,544858437,0,12492,0,5377797,340908931,503863609,361972,42.01,9.16,138.1
191,249693,516361933,15212544,9819,29712,5209444,324741638,485979400,347093,41.94,9.19,138.0
192,368603,957313615,0,20035,0,9709818,613556218,908252923,636741,42.11,9.18,138.0
193,157146,471566746,225280,17778,440,4736070,303750225,422941820,308418,42.0,9.08,137.9
194,131858,512445221,200704,19716,392,5294391,329194716,484268195,345496,42.59,9.7,138.0
195,410971,946245741,0,31578,0,9439465,630126616,893228293,636441,42.08,9.07,138.0
196,275624,550934240,86016,16048,168,5423557,339304425,516465390,368944,42.07,9.18,138.0
197,217963,596637240,0,15525,0,5906267,375460305,570482228,411853,42.09,9.13,138.2
198,162973,519534324,311296,17295,608,5158602,334370974,507121061,348677,42.65,9.74,138.3
199,301214,956856915,0,28111,0,9336060,611483937,911334285,639831,42.15,9.21,138.1
200,181520,497118619,0,15190,0,4929939,313907366,469643801,342733,42.12,9.09,137.9
201,226454,546499105,57344,10703,112,5341808,343781980,507479396,364339,41.77,8.79,137.7
202,200130,558772554,28672,9401,56,5517310,357073317,535068307,382709,42.87,10.05,137.5
203,369877,995223137,0,26664,0,9783051,632734304,942415401,669272,42.31,9.36,137.2
204,215825,528726653,311296,9503,608,5178107,335112861,493795002,345404,42.22,9.3,137.1
205,196164,560810319,0,12885,0,5508428,348179152,521936999,370934,42.3,9.4,137.0
206,232034,555789885,0,8970,0,5347449,354714094,529252620,371423,42.87,10.1,136.9
207,449880,1004856315,28672,16013,56,9841100,633415634,951846796,669606,42.29,9.41,136.8
208,240422,475428923,57344,8346,112,4553384,296311174,420633141,296993,41.74,8.93,136.7
209,225625,564442181,454656,8562,888,5542935,350482239,516803281,371775,42.2,9.65,136.8
210,367569,1012464454,0,17352,0,9927049,629399598,945689610,657744,42.01,9.46,136.9
211,196525,520262221,0,22604,0,5036803,326861918,498852900,346255,41.85,9.29,136.9
212,235371,556472110,86016,8925,168,5349765,354007296,517867285,361401,41.81,9.12,137.1
213,239443,552580124,0,6926,0,5201748,342252686,510152520,364299,42.27,9.83,137.2
214,372973,1042478128,311296,18700,608,10323470,656997114,983693546,685022,41.87,9.34,137.4
215,203418,518628228,0,6315,0,5036915,327285825,481747799,339901,41.57,8.97,137.5
216,206530,544824092,0,11110,0,5377831,337999354,508534194,359487,41.69,8.93,137.6
217,218302,544290773,57344,13674,112,5434116,340703999,514483645,358605,42.43,9.75,137.8
218,499974,1041808765,0,18619,0,10320734,667904126,985915473,689351,42.14,9.33,137.8
219,221558,514399574,483328,9968,944,5022063,316922412,480191781,336754,42.0,9.18,137.8
220,261886,533267978,0,9220,0,5142272,333252234,506290152,340498,42.07,9.2,138.0
221,267526,568073223,0,11825,0,5514013,363131598,508220674,361392,42.48,9.71,137.9
222,422763,1043102740,14684160,26277,28680,10248943,662775724,981520289,676767,42.24,9.33,137.9
223,208366,517580572,0,9616,0,5188273,328131411,486423975,340534,42.15,9.21,137.9
224,253476,539796990,311296,9200,608,5306421,332431428,491105125,347851,41.99,9.19,138.0
225,269669,554715552,0,9101,0,5593923,344331389,509325687,354228,42.15,9.27,138.1
226,438406,987857744,0,26156,0,9877394,620031808,944061780,644470,42.14,9.17,138.1
227,249897,550108341,2408448,7900,4704,5476562,344409798,526398453,370752,42.14,9.15,138.2
228,213612,527711275,0,15997,0,5081875,328540538,463668781,343497,42.19,9.16,138.1
229,223408,533085750,483328,11427,944,5123363,340150325,512099565,360979,42.68,9.76,138.2
230,315299,948168251,0,26050,0,9533203,600186094,899330065,641330,42.14,9.16,138.3
231,204433,506538056,0,12489,0,4897284,320145797,479718783,342189,42.16,9.13,138.3
232,231190,514831334,0,9767,0,5118300,322244410,486647580,337504,42.51,9.57,138.2
233,241157,555246974,0,10993,0,5393716,344275928,526030799,370562,42.36,9.43,138.2
234,364591,1071398941,167936,27483,328,10564750,679046247,1019849039,715525,42.14,9.16,138.2
235,206303,530314434,0,16543,0,5115119,330314535,494147579,355671,42.12,9.12,138.3
236,209306,595104572,0,15317,0,5866790,370674452,561204203,398767,41.99,9.16,138.4
237,179381,502141469,0,14426,0,5044057,318263626,481059214,332226,42.77,9.85,138.4
238,404785,907636739,57344,17842,112,8737723,573845164,788652561,546247,42.29,9.38,138.4
239,130866,509368716,339968,15943,664,5024162,324598029,484692340,340608,42.41,9.58,138.4
240,202639,528518652,0,13778,0,5155581,329584890,509284026,346847,42.73,9.87,138.4
241,379101,1001210834,0,23494,0,9759628,633920442,958839006,660072,42.25,9.38,138.4
242,182663,532309193,0,16372,0,5217812,332303464,503728266,359140,42.09,9.2,138.3
243,241726,518450886,0,7309,0,5045602,327360389,497079982,328283,41.95,9.3,138.3
244,253667,557085322,167936,8350,328,5358916,348250242,528648743,365437,42.11,9.54,138.3
245,498052,1036670287,0,15048,0,10070082,697785406,974857172,673735,41.87,9.2,138.3
246,708902,719601490,0,18883,0,6362094,608317646,688848318,400061,41.74,9.05,138.3
247,266200,557238608,0,7415,0,5498617,356366090,522152996,364185,41.88,9.21,138.1
248,230608,535617784,10227712,9650,19976,5262048,337428953,510146208,355610,42.36,9.98,138.1
249,432079,984013510,483328,19321,944,9894580,614292400,929039183,660325,41.89,9.2,138.2
250,157889,517123396,0,16828,0,5176663,326006375,495248183,356042,41.48,8.68,138.2
251,178240,530664056,0,13493,0,5109424,342819427,509417229,348574,42.29,9.45,138.2
252,220949,531410514,0,20661,0,5225561,330875332,510162584,343545,42.47,9.56,138.2
253,399827,1015629100,0,15213,0,9982663,636543784,968762522,671509,42.04,9.21,138.2
254,199329,532051072,167936,13883,328,5309071,341060198,492591738,347623,42.06,9.19,138.3
255,187381,532697958,0,15415,0,5416095,336239409,514223017,356541,42.35,9.52,138.3
256,234911,543885767,0,12136,0,5315082,337947650,505430152,366885,42.37,9.5,138.3
257,397499,1067867575,0,27874,0,10577701,671649953,1011901626,730152,42.17,9.27,138.1
258,192708,418045729,0,14538,0,3933086,271246540,397532087,264895,42.08,9.17,138.2
259,204488,558542643,225280,9115,440,5392382,349673325,525392816,380504,42.66,9.79,138.2
260,331505,993365076,0,23243,0,9844423,625944294,924615101,658250,41.59,8.65,138.3
261,241093,517972423,0,11970,0,5029378,320832236,497607781,346962,42.14,9.11,138.4
262,194092,565722003,0,22011,0,5479902,349423147,531114535,373179,42.15,9.15,138.3
263,132479,536811483,0,14008,0,5315522,343762040,520041507,366863,42.7,9.79,138.3
264,440623,1046900481,167936,25457,328,10491308,669559879,988582335,694048,42.15,9.07,138.3
265,199983,541060260,0,8441,0,5292186,340269038,511801934,370694,42.14,9.16,138.4
266,209643,545438966,0,20034,0,5403329,341171850,512399550,366429,42.12,9.11,138.4
267,174860,540777877,0,18332,0,5449829,344869195,486457764,355641,42.69,9.79,138.2
268,412380,1000633500,0,19222,0,9730854,638767889,950533965,655221,42.12,9.15,138.4
269,240196,565164149,167936,11891,328,5442628,352329748,522152405,377157,42.13,9.21,138.5
270,174026,528283262,0,15784,0,5176096,331163798,494130554,348630,41.8,8.86,138.5
271,133055,534349557,0,14814,0,5246680,340135020,511107315,350587,42.82,9.99,138.5
272,388387,1035195641,0,20377,0,10175371,649416663,972705110,678726,42.25,9.35,138.6
273,174765,504439939,0,15946,0,5056227,312507134,467150769,337282,42.28,9.32,138.7
274,187909,512195817,225280,17689,440,5031149,327261107,490881678,331079,42.75,9.87,138.6
275,185740,481368288,0,10310,0,4810151,303919629,454850194,319313,42.46,9.62,138.5
276,490348,1060117122,0,17190,0,10458991,661956200,987680192,711770,42.26,9.39,138.6
277,228497,506019579,0,15541,0,5039213,329323267,471690277,354166,41.71,8.87,138.5
278,225639,528674868,0,7822,0,5144416,318275444,464063868,342157,42.34,9.93,138.5
279,329248,982765769,15138816,23102,29568,9751058,620433369,893556681,660827,41.93,9.27,138.5
280,198445,518882667,0,8660,0,5032408,321823668,485367171,351338,41.85,9.22,138.5
281,258915,535687865,0,9306,0,5220502,329203799,498371447,355773,41.94,9.37,138.5
282,197032,557093581,0,16141,0,5441179,353651288,518624455,366434,42.29,9.76,138.3
283,432889,959383105,0,24644,0,9419064,603490225,912233688,646591,41.84,9.26,138.3
284,195153,523549195,368640,10285,720,5199804,331542611,495893118,354316,41.5,8.89,138.4
285,306810,659790178,0,26394,0,6372970,444568900,596869473,372333,42.13,9.36,138.4
286,392863,929448230,6258688,38947,12224,8815982,636083440,909015235,569116,41.99,9.21,138.3
287,219232,564949157,569344,17202,1112,5500216,347420929,540657711,360743,41.93,9.17,138.4
288,291621,564505293,0,18684,0,5482526,348032857,545238293,368997,42.05,9.17,138.5
289,290570,540188476,0,12346,0,5283189,330379676,508415186,366755,42.55,9.77,138.4
290,454030,1058219156,0,31640,0,10227781,655670534,1006563223,698797,42.0,9.23,138.4
291,166631,450698733,86016,8983,168,4418903,283606526,408046873,293077,42.07,9.18,138.3
292,231470,537304066,884736,10478,1728,5384293,335104967,498121088,355563,42.5,9.7,138.3
293,259418,495885876,0,12832,0,4951006,301640452,431882359,329143,42.27,9.44,138.3
294,405565,1046041534,0,30405,0,10431185,653994301,972471883,699457,41.64,8.83,138.3
295,180667,501925109,0,3699,0,4889695,300825298,441297383,324582,41.78,8.95,138.3
296,219384,554401091,0,15981,0,5428515,345727700,513719952,368671,42.46,9.65,138.4
297,427369,1032152059,368640,23176,720,10278937,648666087,998658941,687696,42.17,9.28,138.4
298,994171,971205519,0,79565,0,7913086,795026350,916145242,576901,41.39,8.47,138.3
299,0,0,0,0,0,0,0,0,0,41.25,8.24,138.4
300,2465229,1796582435,0,217205,0,13388575,1817820434,1740239833,1078446,41.22,8.12,138.4
301,1607250,1690552337,0,245576,0,12088389,1764879027,1658297244,1006350,41.33,8.28,138.4
302,1899931,1767805266,225280,236850,440,12636819,1841828804,1737290351,992941,41.42,8.31,138.3
303,1252046,1406025683,0,161834,0,10092655,1267405905,1305355962,806806,41.38,8.38,138.4
304,0,0,0,0,0,0,0,0,0,41.77,8.91,138.5
305,1471568,1230206108,0,103687,0,10687455,862731155,1143028005,750493,41.66,8.72,138.5
306,1230048,960893965,0,63175,0,8133772,766579628,892798229,555900,42.11,9.19,138.6
307,508408,1176126996,483328,34841,944,11512406,757124955,1133831068,794639,42.11,9.05,138.7
308,204955,497484180,0,11413,0,4993165,313268527,467862504,341408,41.73,8.77,138.7
309,204350,519646643,14458880,8453,28240,5121621,328750591,495443384,344612,42.82,9.97,138.5
310,238468,552811892,0,16697,0,5301719,354992409,510901839,354641,42.25,9.36,138.6
311,521549,1078381948,0,34960,0,10491642,653514581,998718827,701998,42.21,9.36,138.5
312,193220,541181467,770048,16438,1504,5371606,346974273,527920342,373334,42.19,9.33,138.4
313,223791,522670733,0,9351,0,5140640,326804275,499545920,359938,42.84,10.04,138.4
314,429211,954683689,28672,24329,56,9230177,591857605,894759461,635702,42.25,9.39,138.4
