,LLC-store-misses,instructions,ref-cycles,LLC-loads,bytes,LLC-load-misses,blocks,cycles,LLC-stores,pkg_pwr,ram_pwr,power
56,25642,812947953,823232554,4021167,0,647137,0,784341015,238508,40.18,6.86,132.5
57,8069,544082521,585379062,2866924,0,279903,0,541982601,188324,40.25,6.87,132.5
58,10088,145110264,208120958,990131,0,218222,0,178523299,61947,40.51,7.28,132.5
59,8856,151649219,218743429,1108553,24309760,309086,47480,191880814,52839,40.49,7.27,132.5
60,11625,160671085,207179866,1015699,289525760,335003,565480,142934494,58691,40.44,7.23,132.6
61,64646,752501977,784897863,3903702,0,802645,0,709662385,272531,40.29,6.95,132.6
62,3713,709635705,746653596,3404216,0,184057,0,693379136,217339,40.15,6.76,132.7
63,6484,694450150,758455088,3394549,0,177761,0,718666715,216540,40.18,6.73,132.6
64,8990,568630348,648124859,2899491,0,287968,0,575295812,178145,40.22,6.9,132.7
65,8544,147860379,202679434,945875,150065152,290557,293096,178494334,38958,40.54,7.26,132.8
66,31796,826204392,854798933,4143566,0,685245,0,797696599,347467,40.29,6.91,132.9
67,8975,639580872,709873542,3224796,0,304164,0,621503741,177626,40.36,6.93,133.0
68,13998,159490743,208594876,959560,0,251560,0,156283997,65295,40.53,7.19,132.9
69,16416,250220758,303850342,1672513,22700032,288889,44336,253665304,115499,40.46,7.18,132.8
70,8972,232959119,240303464,1459624,240611328,316167,469944,230328317,52594,40.0,7.06,132.6
71,37617,970777928,987921590,4492672,0,663283,0,954227408,324843,39.95,6.41,132.8
72,1285,1138862438,1214895518,5352869,0,72657,0,1117241669,334759,40.13,5.89,132.8
73,1773,303253148,345686715,1922293,0,36651,0,317212853,76933,39.91,6.27,132.8
74,2165,108567147,160818678,865217,159735808,24738,311984,115802984,56617,39.93,6.47,132.8
75,20491,698073247,685948197,2933234,441708544,147366,862712,606755978,227645,40.09,6.67,132.9
76,5785,1185302928,965734824,4993469,3072,146849,6,909591848,383916,40.16,6.31,133.0
77,4885,918184703,913214255,4537152,0,143685,0,859828037,307528,39.95,6.21,132.7
78,11793,708284038,792094389,3700619,0,22303,0,685516846,205577,39.92,5.99,132.4
79,624,690514053,727034504,3293075,0,8340,0,681870555,203049,39.92,5.91,132.1
80,587,661613451,701263533,3075342,2777088,11917,5424,644669292,212024,40.0,5.88,131.9
81,5841,690084204,722120671,3228165,0,86352,0,647070918,216762,39.96,6.07,131.9
82,4191,783844585,824042449,3877082,0,96228,0,781555380,246598,39.87,6.15,131.8
83,1054,149148297,188072076,952531,0,36465,0,164114844,41545,39.77,6.39,131.7
84,1266,149225857,176320780,822069,0,38045,0,163480540,48306,39.74,6.48,131.5
85,7539,165978156,208008153,902460,277934080,37579,542840,156976571,100988,39.78,6.49,131.3
86,114497,1027710676,1000894062,4082250,244019200,493642,476600,883488811,421584,39.91,6.74,131.0
87,1345,687067598,715326114,3443304,0,36594,0,684557006,231434,39.87,6.04,130.8
88,1203,682783457,717740683,3334469,0,19484,0,683899757,225172,39.86,5.85,130.8
89,1723,567751778,636775079,2768469,0,30761,0,578617035,198164,39.83,6.26,130.7
90,276,147258097,170732522,874729,21528576,44895,42048,154852742,48969,39.71,6.66,130.7
91,164259,505659026,517742430,2577444,539643904,343658,1053992,450436983,237385,39.94,6.93,130.7
92,136501,1135903131,1054004336,4343373,874061824,517825,1707152,936344025,485943,40.11,6.99,130.9
93,18770,884655576,839152292,3779289,853835776,221475,1667648,771423379,241918,40.03,6.83,130.8
94,84608,952083497,919974476,4018940,741679104,275265,1448592,839227229,355909,40.05,6.88,130.7
95,46974,902509469,878790787,3718684,717455360,216012,1401280,839398621,315947,40.07,6.79,130.5
96,37965,645014525,646478663,3137414,695328768,255186,1358064,582039804,227215,40.06,6.83,130.6
97,73296,987694263,964095383,4395264,762568704,343943,1489392,867429055,350952,40.02,6.77,130.7
98,88753,904316605,947892350,4030614,748695552,340935,1462296,831533325,351204,40.16,6.82,131.1
99,195996,1076334239,1022327921,4289479,885628928,642991,1729744,975544372,564199,40.12,6.98,131.4
100,153270,1187129519,1082792184,4425855,793161728,488994,1549144,990511179,496276,40.14,6.93,131.5
101,31072,948089083,978551987,4575038,862232576,501180,1684048,885029821,323898,40.07,6.77,131.7
102,37443,836360679,834820965,3564476,737599488,183685,1440624,769871412,306079,40.02,6.75,131.8
103,41030,715356375,752729223,3484497,749989888,238632,1464824,646597953,287508,40.12,6.75,132.1
104,48587,929290175,899546549,3753926,732069888,189687,1429824,849925814,319527,40.1,6.62,132.2
105,81720,1027949135,978004214,4235042,704573440,257236,1376120,910008362,419511,39.75,6.61,132.3
106,65904,944670231,937408400,4353499,698826752,415895,1364896,821265264,326833,39.37,6.74,132.5
107,108516,957312983,986028060,4405290,807673856,369941,1577488,876205352,409723,40.04,6.81,132.6
108,14823,665384961,650869927,3020423,416096256,165861,812688,610132330,185610,39.99,6.56,132.7
109,1356,835955422,878026280,3852341,0,17704,0,840587727,237209,39.84,5.91,132.7
110,638,673100599,703000994,3135999,31821824,10837,62152,667880756,178424,39.94,5.92,132.7
111,13326,788518024,817663991,3964005,0,139270,0,752526730,245427,39.98,6.12,132.7
112,1477,691153358,759331658,3578440,0,21980,0,676123689,209179,39.88,5.99,132.5
113,651,690432636,729383419,3171895,0,11763,0,656213055,210140,39.9,5.93,132.6
114,448,678034011,717155318,3310002,0,9729,0,670273924,190819,39.91,5.83,132.7
115,572,670736660,697362408,3027977,4784128,10602,9344,650759338,191623,39.85,5.83,132.5
116,10173,729577256,759119017,3540369,0,116567,0,710495762,247890,40.0,6.12,132.1
117,846,654416653,732178396,3524649,0,30155,0,652306129,176499,39.92,5.85,131.9
118,1119,701722748,717595428,3526736,0,23610,0,668830011,196775,39.89,5.84,131.7
119,633,682239191,708230134,3253325,0,7278,0,679875136,195002,39.9,5.81,131.5
120,779,836057965,887775379,4120482,3981312,17959,7776,803829754,253898,39.88,5.78,131.3
121,11605,730694458,757201008,3468328,0,107155,0,707402899,198107,39.94,6.12,131.1
122,691,654145108,705396386,3275903,0,26950,0,637949246,184683,39.92,5.95,131.1
123,524,686612459,736258352,3494793,0,21048,0,681297493,224124,39.95,6.03,131.0
124,666,655557585,702336092,3338259,0,12352,0,639146960,182703,39.95,5.76,130.8
125,659,689220382,737830186,3446528,6131712,8556,11976,702576335,213165,39.94,5.77,130.7
126,8307,676950231,713454358,3475236,0,90194,0,648866046,175696,40.05,6.06,130.6
127,4927,895342688,927820616,4320836,0,99538,0,856173794,238225,40.04,5.87,130.5
128,740,684861572,727340202,3363252,115019776,8478,224648,683103979,170690,40.04,5.88,130.5
129,1661,683870362,712361033,3234972,0,27919,0,667597735,172096,39.97,5.83,130.5
130,683,669257876,727733055,3465031,4325376,10872,8448,656084160,164918,40.01,5.83,130.4
131,10069,765724006,796676510,3950337,0,112733,0,752104691,253617,40.06,6.02,130.3
132,1610,673928538,706509928,3266629,0,15725,0,674138757,176252,39.98,5.91,130.3
133,1422,640326071,699456832,3198501,0,16942,0,640167791,180539,39.98,5.77,130.3
134,819,689163778,715870981,3272347,0,17580,0,646557876,155393,40.0,5.85,130.3
135,5025,761852213,770232223,3608421,5644288,190545,11024,733304249,241654,40.02,6.05,130.2
136,7321,701416328,748614077,3531252,0,69568,0,667608010,190697,40.01,6.09,130.2
137,4441,738518678,737923960,3594801,0,105256,0,683371251,249393,40.01,5.95,130.1
138,1254,683209654,738185309,3620969,0,10905,0,659699012,216408,39.98,5.76,130.2
139,2080,722222084,773562190,3554332,326246400,71641,637200,682334321,207981,39.91,6.41,130.1
140,826,134097185,171083560,775031,5672960,21219,11080,113458342,39668,39.85,6.42,130.1
141,12768,319696253,336872269,1769650,0,161748,0,299689640,95178,39.89,6.48,130.0
142,348,155662430,201366452,873888,0,64089,0,191030206,57930,39.8,6.44,130.1
143,620,180237998,235497416,1312395,0,42693,0,193059149,53153,39.79,6.37,130.1
144,2740,207704857,259498417,1405655,57487360,61702,112280,211075813,52375,39.93,6.34,130.1
145,1271,405628435,461175072,2097798,8196096,28549,16008,431360905,141755,39.84,6.35,130.2
146,8969,240136282,295193660,1399802,0,155602,0,261111035,109652,39.83,6.47,130.3
147,1974,186186713,229033425,1090628,0,63445,0,204379014,60482,39.82,6.44,130.4
148,800,105152149,158882597,792439,0,40135,0,120240051,48614,39.86,6.5,130.5
149,974,151118419,215038924,1087321,0,50843,0,151327428,80917,39.87,6.59,130.6
150,1004,136315079,174222365,783554,10461184,56997,20432,155364096,52120,39.82,6.87,130.6
151,11427,307063422,362229846,1871819,0,212616,0,307435120,121716,39.92,6.94,130.6
152,1843,138472414,188044397,890991,0,58046,0,126694574,61153,39.76,6.69,130.7
153,2406,144729601,170299520,843267,0,31212,0,156759017,55676,39.69,6.38,130.9
154,3380,114332100,182964460,782268,0,32000,0,147680245,50749,39.8,6.5,130.9
155,924,157278198,209750470,1090111,8798208,63084,17184,182064850,69678,39.76,6.45,131.0
156,14003,266669060,308838874,1516540,0,120080,0,245624199,107130,39.8,6.58,131.1
157,2763,141249570,212016309,1168513,0,84367,0,145771639,59171,39.77,6.51,131.2
158,3482,128546261,159652350,934384,0,27232,0,146051399,39480,39.77,6.45,131.3
159,8416,152564682,199027106,1091779,44314624,33592,86552,153324722,103510,39.81,6.46,131.4
160,1793,172973187,205919474,909014,14217216,66589,27768,147290292,61876,39.78,6.57,131.4
161,2537,288530103,337330412,1596087,0,178281,0,238287129,112791,39.79,6.5,131.4
162,1563,126755397,167655080,854667,0,58240,0,143604508,56514,39.76,6.47,131.4
163,2245,149868942,197907201,1205721,0,48867,0,163984801,62794,39.72,6.39,131.5
164,1507,144375671,165125717,848906,0,59199,0,153419509,38489,39.72,6.42,131.5
165,1082,135145874,166577872,877420,12668928,54094,24744,112037462,36520,39.72,6.35,131.5
166,5014,286418736,311704817,1449887,0,187015,0,280431809,126320,39.76,6.5,131.5
167,2493,188078251,238572633,1305202,0,75765,0,222980105,69554,39.72,6.31,131.5
168,874,134792574,175606458,891186,0,34166,0,160803481,48197,39.78,6.57,131.6
169,3068,245843080,245679322,1336063,0,213885,0,215224213,69586,39.67,6.18,131.5
170,10674,267920126,270281285,1468739,946020352,219694,1847696,223383397,85976,39.62,6.85,131.5
171,8671,386068404,456774355,2050774,0,254153,0,342658048,124482,39.81,6.57,131.5
172,921,134909742,195716937,920957,0,71447,0,152105111,69762,39.8,6.43,131.6
173,13981,255775945,297706702,1675729,0,60969,0,237135536,106680,39.78,6.59,131.5
174,1447,155171809,188214478,907877,0,36086,0,136610697,49376,39.72,6.5,131.6
175,753,131224700,170343122,786506,118267904,35954,230992,134088182,39778,39.75,6.59,131.5
176,19864,653922045,671651507,3089640,0,212433,0,609855118,195826,39.93,6.37,131.5
177,909,516665207,601439381,2985914,0,52937,0,517178585,157091,39.81,6.46,131.8
178,4549,185343705,213301719,1399222,0,85376,0,185142568,76862,39.75,6.67,131.8
179,1039,160924785,209238341,941587,0,43679,0,177905119,68130,39.72,6.49,131.8
180,1332,134506191,176490674,863214,22069248,25086,43104,153511020,61445,39.67,6.28,131.8
181,13094,364837661,423302312,2128181,0,237137,0,326131723,174384,39.79,6.39,131.8
182,468,119746674,192702312,993880,0,68919,0,118834092,34340,39.75,6.31,131.8
183,2441,116128481,164409059,1012392,0,50356,0,108858614,23851,39.85,6.37,131.7
184,1615,185101907,199584799,1067225,0,34580,0,177549127,46769,39.77,6.3,131.8
185,1428,138202498,166625126,791888,17600512,32172,34376,154015216,44217,39.85,6.57,131.9
186,8803,371047303,420844227,2063132,0,221938,0,370929566,145120,39.77,6.23,131.8
187,985,117248624,179388217,826413,0,42687,0,139892986,46720,39.76,6.3,131.7
188,224,205244793,256598077,1264072,0,60096,0,203781937,51766,39.87,6.52,131.7
189,540,104979154,184219403,883565,0,32083,0,110813125,66794,39.75,6.42,131.7
190,724,125158763,179036168,817484,20697088,34945,40424,154720820,65928,39.84,6.58,131.6
191,10850,374559283,417143289,1957366,10608640,216435,20720,355205925,135035,39.85,6.51,131.6
192,4229,120586861,173745992,784697,0,55902,0,151416363,50668,39.85,6.64,131.6
193,1794,189247868,238798930,1101572,0,65221,0,200232439,78758,39.87,6.61,131.5
194,571,157654214,191552771,842832,0,50520,0,143096760,47689,39.87,6.68,131.5
195,823,131085252,180951848,925905,28811264,42748,56272,152582475,50529,39.82,6.44,131.6
196,9428,387638350,442539414,2096415,0,267084,0,363165597,149495,39.8,6.4,131.6
197,334,159599913,204523065,827675,0,74410,0,188351287,84323,39.73,6.3,131.6
198,1120,173182472,224129605,1149046,0,50406,0,153506516,82666,39.65,6.36,131.6
199,494,115964762,179114120,845798,0,89982,0,123558353,41306,23.75,5.46,131.7
200,4210,224720767,340787056,1787143,5529600,158474,10800,217297105,78777,22.41,5.35,131.8
201,10266,220163687,334308581,1730933,22282240,164140,43520,200021470,98890,22.64,5.46,131.8
202,1897,167698683,225929462,1040749,0,19658,0,192531148,52392,22.38,5.32,131.8
203,1274,175096263,228816718,1069299,0,30370,0,180464389,66382,38.81,6.41,131.8
204,389,113313391,145190790,759015,0,29772,0,86782191,56855,39.85,6.52,131.7
205,11324,249733204,280467939,1619793,282624,142748,552,196137887,74255,39.87,6.49,121.6
206,9747,277752929,389860926,2157494,0,251258,0,210142184,94536,39.79,6.56,96.6
207,1756,139593608,201120616,941626,0,92875,0,138343230,59340,39.7,6.47,96.5
208,578,126652624,176698260,881586,0,39813,0,120270930,49243,39.73,6.45,96.5
209,451,141397056,177644039,952492,0,33050,0,147496350,32344,39.74,6.37,106.3
210,737,139873322,206506216,1085064,114688,35301,224,105844877,61686,39.79,6.44,131.3
211,7737,178853805,240549805,1409743,91029504,155546,177792,175987206,58575,39.89,6.65,131.3
212,30975,588873073,631061424,2912495,0,124230,0,582804930,188170,39.84,6.09,131.4
213,856,345005760,381063613,1980979,0,58705,0,363108311,126808,39.86,6.82,131.4
214,2089,209497366,221956458,1239687,0,104930,0,212605952,66150,39.89,6.86,131.4
215,5119,216863278,233016146,1147711,114688,248476,224,207237143,80490,39.83,6.88,131.4
216,5658,252516828,291456188,1517626,24576,200623,48,235097651,76886,39.78,6.57,131.4
217,530,149216756,199840270,1130297,0,141671,0,138226878,46163,39.76,6.48,131.4
218,1788,110340803,201962335,1037974,0,49103,0,112379989,61547,39.78,6.49,131.5
219,1268,156661779,207543235,1120201,0,31262,0,169925158,54256,39.77,6.44,131.4
220,2092,126294811,161285823,816589,114688,30821,224,146687901,28451,39.8,6.53,131.5
221,5576,241267985,290430473,1327573,24576,158100,48,209168096,78241,39.82,6.52,131.5
222,2443,126302131,204049071,919680,6111232,175706,11936,149377418,72991,39.76,6.42,131.5
223,454,172183990,207901902,1086310,0,61530,0,143894551,40242,39.72,6.58,131.6
224,1522,115434824,174328956,934060,0,29710,0,106156849,64559,39.77,6.45,131.6
225,943,130232004,173169469,892701,225280,24179,440,153625886,52330,39.73,6.45,131.5
226,4257,167172537,230858174,1000348,0,145340,0,160983620,91116,39.73,6.5,131.5
227,22083,213992933,259293021,1252450,0,138073,0,258384360,103817,39.75,6.45,131.5
228,1503,139047394,183542333,803432,0,28701,0,148509711,47018,39.68,6.4,131.6
229,955,133717987,182707376,889360,0,30231,0,157111467,55783,39.65,6.36,131.5
230,1314,122468605,185962528,970105,114688,31859,224,115719200,46065,39.71,6.53,131.6
231,15971,240969742,287547902,1395562,24576,115891,48,241167333,100866,39.79,6.54,131.5
232,5848,166608551,212774565,1047234,20627456,91297,40288,168332394,52595,39.78,6.51,131.5
233,1510,137888456,186730442,951346,0,37255,0,132123328,50017,39.75,6.43,131.5
234,967,105633413,166923891,813327,0,22339,0,129433898,67300,39.78,6.48,131.5
235,1314,164767903,210973839,878201,229376,28904,448,194996475,60070,39.82,6.41,131.5
236,6306,242222136,278222945,1185063,24576,195404,48,248950131,94519,39.85,6.51,131.4
237,2465,144377999,216066863,1067852,756465664,116097,1477472,168052576,79909,39.96,6.86,131.4
238,4139,269656830,270822848,1305061,293412864,111591,573072,242827860,78136,39.94,6.78,131.5
239,1371,157685862,209239474,1044756,0,57376,0,159966007,44387,39.85,6.85,131.4
240,1706,120709198,166207642,898007,0,34124,0,136681029,52965,39.86,6.87,131.4
241,2068,219366932,261516153,1575766,311296,163061,608,176620476,73659,39.86,6.67,131.4
242,3404,132062541,178932749,826259,0,72635,0,160155691,49414,39.78,6.45,131.4
243,1997,149850403,211198901,1193335,0,48657,0,137982907,62340,39.73,6.49,131.4
244,1136,137201149,162663920,882798,0,29727,0,138066990,53115,39.75,6.46,131.8
245,1672,120915751,171441137,998001,0,29061,0,115441065,63889,39.8,6.53,131.8
246,12852,328718174,338225405,1720394,139264,347625,272,295746315,136917,39.84,6.64,131.8
247,3508,139171997,176170579,924941,0,47219,0,157441820,41573,39.79,6.43,131.7
248,3257,161712838,220352001,1283845,229376,32254,448,152760762,84519,39.85,6.45,131.8
249,3029,92645571,146074489,704222,0,29794,0,86549079,46968,39.87,6.53,131.7
250,940,153902298,179452466,924382,0,29053,0,157527088,35003,39.77,6.47,131.7
251,747,224871595,249444763,1007932,139264,145970,272,214430339,102089,39.83,6.52,131.6
252,1516,191622576,243814878,1361106,0,88449,0,191942531,49549,39.79,6.45,131.6
253,695,133306356,173329654,1036747,831488,38511,1624,113273030,33204,39.84,6.39,131.7
254,465,134874348,167857477,965753,0,49226,0,131772186,39293,39.79,6.43,131.7
255,448,126958410,161434802,863664,0,31619,0,118886767,41957,39.82,6.28,131.6
256,10314,283848559,318450218,1581562,282624,148082,552,277351718,116449,39.87,6.58,131.6
257,1887,114776871,166060062,969099,0,62113,0,110030285,66261,39.76,6.42,131.6
258,9246,171830554,187139177,899108,0,53179,0,154802650,74490,39.76,6.14,131.6
259,2207,122490590,160669067,713505,200704,25874,392,136689117,61720,39.82,6.53,131.6
260,640,150837531,186163032,966916,24576,39733,48,143559654,51476,39.8,6.43,131.6
261,9425,217087720,257809759,1490675,0,137867,0,186077086,70224,39.89,6.62,131.5
262,916,145553861,198590599,1089461,0,88295,0,121143076,50641,39.79,6.53,131.5
263,1609,152951809,205785545,1037812,21512192,45005,42016,189589369,65457,39.85,6.56,131.6
264,1829,168505911,200307467,1006165,0,50962,0,174134038,50058,39.87,6.66,131.5
265,712,132004419,174170822,976928,196608,42425,384,151342705,62320,39.89,6.69,131.4
266,6752,216132074,259161762,1500593,0,191979,0,233988934,90115,39.82,6.55,131.5
267,2260,141849940,195382402,977748,0,62312,0,163161863,59788,39.77,6.31,131.5
268,1838,113942666,170040691,844705,165355520,32527,322960,120771975,46617,39.85,6.45,131.6
269,4340,307638451,302668867,1311806,769294336,130927,1502528,262625209,80022,39.82,6.88,131.6
270,2250,143091797,167310569,970669,282624,31296,552,130129490,71310,39.79,6.33,131.6
271,6092,208825582,255457102,1313129,0,146493,0,198820868,86746,39.79,6.44,131.7
272,2549,160168275,207678038,930245,0,61690,0,184015025,89961,39.82,6.59,131.7
273,2468,146427879,195268189,885902,0,31731,0,166113841,63929,39.75,6.01,131.8
274,1772,155508117,211102027,958776,0,24091,0,168040158,65472,39.81,6.43,131.6
275,2122,120207161,169144003,693387,139264,45511,272,142737987,69482,39.8,6.53,131.8
276,6676,242936648,290852623,1316855,0,178828,0,235637462,94457,39.78,6.56,131.9
277,2276,145003407,198452638,968720,0,60434,0,144110470,64092,39.82,6.55,131.8
278,2838,130586474,194159678,997342,0,39791,0,107748345,68006,39.84,6.61,131.8
279,1158,144490218,185153771,940129,0,33412,0,124898610,25432,39.84,6.62,131.8
280,2434,147955484,239787730,1157115,139264,50974,272,161085663,44376,39.78,6.67,131.6
281,11509,238395922,262848104,1454612,0,138604,0,236926405,73264,39.87,6.59,131.6
282,3844,134409632,196349240,1231147,0,66871,0,137813373,47710,39.78,6.44,131.6
283,12667,239825738,232992583,1346428,0,153188,0,198347515,81826,39.84,6.36,131.7
284,1628,110917627,170624821,879117,0,28421,0,119557967,33520,39.78,6.3,131.6
285,3286,184637832,241605187,1120869,1085440,130777,2120,200960989,79677,26.9,5.6,131.7
286,7187,304447208,396408610,2197753,0,189068,0,307385881,81220,23.49,5.75,131.7
287,6417,385891982,402173631,2002072,0,183062,0,281014742,73795,22.24,5.31,131.8
288,242,148548234,192617427,790140,0,9800,0,163962512,32706,22.04,5.02,131.8
289,541,118759701,165208978,651620,0,15416,0,152637166,51542,36.19,6.2,131.8
290,1138,186625169,237141906,1177216,3600384,87235,7032,176603978,72055,39.84,6.56,131.7
291,9406,389128238,405996414,2118415,0,291487,0,353138380,121889,39.88,6.54,131.4
292,1588,155206905,201678311,1355856,0,55042,0,135027560,89921,39.75,6.44,98.0
293,578,107742463,143029224,928876,0,19219,0,85796713,40343,39.87,6.35,97.9
294,448,112050996,125714679,742567,0,16552,0,121111409,17733,39.77,6.41,97.6
295,1211,151945143,196645713,1052095,23486464,23011,45872,177599589,44666,39.78,6.39,97.6
296,11823,220734175,231793168,1218792,0,121302,0,186998726,99549,39.78,6.47,131.2
297,2188,145409891,183548402,734306,0,45456,0,173559143,57664,39.79,6.51,131.3
298,1234,107620328,149010974,696946,0,21376,0,114587751,42451,39.82,6.63,131.3
299,1484,126972521,187487783,870429,0,28217,0,152333842,31985,39.82,6.86,131.3
300,525,97670008,154066380,751504,139264,31499,272,105128011,26308,39.85,6.85,131.3
301,7465,223246252,267092889,1307349,0,173448,0,230049897,80502,39.8,6.6,131.3
302,1568,133496358,210728936,1011330,0,53272,0,122075520,65026,39.73,6.4,131.3
303,1428,143658717,180469418,822673,0,15679,0,158043673,57743,39.75,6.42,131.3
304,1590,136052191,171051429,744661,0,21011,0,140166701,41026,39.83,6.51,131.4
305,18067,211787347,284308974,1404098,741376,160704,1448,192353208,100901,39.78,6.53,131.4
306,11243,202089262,244129631,967537,0,126007,0,218753864,109869,39.8,6.58,131.4
307,4062,201373321,237796088,1250747,0,59432,0,208872727,55332,39.75,6.4,131.4
308,2381,149878126,177583346,796347,0,25190,0,166810130,56034,39.75,6.46,131.4
309,1225,139852727,162062773,561049,0,14779,0,161392111,63681,39.73,6.46,131.4
310,1097,129000330,159647083,608159,339968,15883,664,129167278,48309,39.74,6.42,131.4
311,10783,254050464,282659739,1521314,0,153951,0,245986787,77837,39.8,6.49,131.5
312,1293,144674806,180475511,828408,0,42646,0,128127315,61006,39.74,6.42,131.5
313,969,104889533,163676112,720029,0,13866,0,89490770,42185,39.69,6.3,131.5
314,1211,109528904,168289344,696203,0,12368,0,96895280,49101,39.71,6.29,131.5
315,1370,145666055,184963284,925641,1667072,10128,3256,154021916,56949,39.73,6.49,131.5
316,7514,219068508,273814875,1362142,0,165426,0,200345213,93621,39.79,6.45,131.5
317,1111,127705175,168919097,929547,0,49184,0,147072944,34749,39.75,6.4,131.4
