,LLC-stores,instructions,bytes,blocks,LLC-loads,LLC-load-misses,ref-cycles,cycles,LLC-store-misses,pkg_pwr,ram_pwr,power
352,55055,143704644,7471104,14592,922437,35945,180261588,111089297,2320,39.88,5.99,131.7
353,37360,91541553,8196096,16008,809933,21456,127874679,110577509,1378,39.89,5.95,131.7
354,37203,137934413,7266304,14192,807277,21136,159760754,142897034,783,39.93,6.0,131.7
355,88574,223699287,7442432,14536,1264145,153417,261507872,175741474,12289,39.93,6.14,131.6
356,78614,241417613,7737344,15112,1024680,60095,294889866,263179748,2955,39.92,6.04,131.6
357,52186,132146020,7933952,15496,761538,30156,157227878,142834003,1481,39.91,5.9,131.6
358,56888,120773715,8298496,16208,816323,17235,165982995,78637827,986,39.89,5.91,131.6
359,38119,97798186,7303168,14264,777898,19573,129289507,91407556,628,39.91,6.03,131.6
360,82351,233959487,7782400,15200,1537636,163101,295471408,236224102,12886,39.91,6.14,131.6
361,21316,136201353,7016448,13704,1112862,35882,173616057,138362071,802,39.85,5.99,131.6
362,19508,125389390,8065024,15752,956154,28978,163666811,128507459,251,39.89,5.88,131.6
363,24009,121145744,7741440,15120,918786,28850,165991304,128983121,423,39.89,6.0,131.6
364,33341,166597734,8060928,15744,1110262,42273,214452637,166364739,1191,39.87,5.98,131.6
365,84833,211194612,7536640,14720,1165975,169251,265819763,175732457,8604,39.89,6.12,131.5
366,34781,124509167,7651328,14944,860682,27778,162437336,129669928,1617,39.86,5.97,131.6
367,23102,127206508,7557120,14760,954196,35087,170029524,130271509,555,39.85,5.86,131.6
368,94675,322365694,7426048,14504,1877655,298838,360464710,325184831,11097,39.56,7.07,131.5
369,175137,599744115,213139456,416288,3316758,427594,674526038,550869138,20615,40.55,7.48,131.4
370,145747,636530092,286056448,558704,3377628,493021,697650416,616503201,25619,40.58,7.45,131.9
371,135021,414687870,9863168,19264,2729281,308050,502547761,441865534,11609,40.64,7.52,132.4
372,150558,605777856,250810368,489864,2874395,293045,648743206,609920448,10675,40.25,7.25,132.9
373,136286,564054801,246087680,480640,3035123,300270,609031699,530904215,9370,40.16,7.08,133.3
374,170186,635290960,10301440,20120,3291280,427993,669845869,591458377,21387,40.04,7.0,133.5
375,126868,578584007,10121216,19768,3123915,392446,657224660,521553938,11115,40.04,7.08,133.7
376,113770,450644100,9662464,18872,2750696,225279,508444091,468666650,14343,40.31,7.4,133.8
377,127605,570477309,10645504,20792,2996619,287647,622646447,572116928,11716,40.23,7.26,133.9
378,162660,585883346,9564160,18680,3169068,353994,644495187,603213267,9360,40.21,7.15,134.1
379,119465,535136784,10715136,20928,2738868,346494,593556120,530126238,7372,40.26,7.35,134.2
380,202388,635126011,9089024,17752,3532835,372457,705126776,626658385,25608,40.3,7.53,134.4
381,119580,438077349,10403840,20320,2527322,268010,497781055,460712081,10799,40.24,7.3,134.5
382,100143,483408037,9904128,19344,2838890,370566,566760386,491634504,10322,40.39,7.39,134.6
383,105228,518733192,9859072,19256,2528446,258610,568830358,519948212,11356,40.59,7.62,134.7
384,155336,591230045,10571776,20648,3279576,265593,669143215,607241110,19092,41.17,8.04,134.8
385,158991,516056518,9764864,19072,2715044,409454,549201750,501108038,35223,41.21,8.11,135.0
386,141272,573287078,10567680,20640,3369057,460784,651071625,614231453,14765,41.59,8.46,135.4
387,104536,341965073,9474048,18504,1773395,363559,405513350,386415682,19217,41.45,8.48,135.7
388,57586,183414584,8683520,16960,1175700,339476,251729433,203833052,7863,39.79,7.06,136.0
389,72360,179868199,8400896,16408,1073972,213877,247232078,197868392,9431,39.9,7.11,136.2
390,115799,376505127,8482816,16568,2032986,385604,412557764,360035371,9140,40.21,7.44,135.9
391,110533,461292470,448942080,876840,2612913,246292,526278687,476382948,10288,40.29,7.66,135.7
392,134197,592374459,334012416,652368,2976510,376308,631626386,610729096,10623,40.32,7.87,135.7
393,143338,599856698,201711616,393968,3075259,279856,650932358,619464218,8153,40.37,7.9,135.7
394,139886,564212119,10620928,20744,2952348,293174,630299124,553396029,8802,40.31,7.84,135.7
395,176764,620355310,10530816,20568,3545415,437090,708516178,600008267,13526,40.32,7.88,135.8
396,142171,608498101,10076160,19680,3275094,403383,671484038,598725808,7917,40.35,7.87,135.9
397,116490,414209217,10559488,20624,2329935,215450,488369254,427042510,8570,40.31,7.88,135.9
398,128113,548108763,11010048,21504,3119658,345343,627271587,591758274,7925,40.26,7.86,135.9
399,157443,554739110,10977280,21440,3135669,327698,629342316,579851475,11402,40.32,7.88,135.9
400,161987,616547212,10637312,20776,3446551,520055,684903305,659418496,16574,40.22,7.9,136.0
401,140496,570702223,10457088,20424,3002003,284019,635530671,557326296,13944,40.23,7.89,136.0
402,122728,448437314,11182080,21840,2603097,214872,504123874,475701773,9859,40.32,7.9,136.0
403,140330,554655698,11042816,21568,3060565,327228,647581921,597579765,6970,40.27,7.88,136.0
404,155790,581268870,9863168,19264,3306686,326055,676261624,589738818,9365,40.35,7.88,136.1
405,148784,631533296,11194368,21864,3381996,436759,681412795,622358421,19747,40.31,7.92,136.0
406,146815,597871357,10608640,20720,3343018,330422,660751728,640208122,12236,40.26,7.87,136.0
407,145128,570684333,11153408,21784,2983654,324505,628421550,556107733,12155,40.38,7.91,136.1
408,115742,455971422,10608640,20720,2575079,253590,502719522,450601989,6988,40.35,8.26,136.1
409,81370,351824496,10858496,21208,1762181,350385,396140135,304269591,14513,40.35,8.69,136.1
410,79522,217309777,8527872,16656,1578232,488095,321557083,259539117,25611,40.38,8.77,136.2
411,73332,175204100,8097792,15816,1110499,319045,242438581,203213929,15775,40.34,8.82,136.3
412,46379,179256294,8085504,15792,968225,397846,211507587,163683102,11239,40.38,8.79,136.4
413,51380,188702080,7675904,14992,1045749,352733,243755255,184087839,12191,40.43,8.76,136.5
414,65125,156017744,8810496,17208,1169411,368805,240482358,179627362,13493,40.41,8.66,136.5
415,84567,257449378,8101888,15824,1641328,565975,345005573,243969546,10036,40.42,8.77,136.6
416,39960,159297895,8269824,16152,1296398,404583,277114697,163756047,6922,40.48,8.74,136.7
417,58548,172248948,8388608,16384,1181129,316613,236052973,207549256,13456,40.43,8.77,136.7
418,56963,159112788,8675328,16944,1136599,367850,226807565,173986359,11344,40.47,8.78,136.7
419,48801,201278200,8163328,15944,1185822,358491,271028633,167708255,10370,40.38,8.68,136.8
420,73040,287407115,8675328,16944,1468814,689037,320435128,285412024,21069,40.44,8.77,136.8
421,67735,190314916,8372224,16352,1206617,441678,265641821,192912233,11016,40.38,8.78,136.8
422,55305,175162399,9101312,17776,1015378,400505,242740216,180859203,10908,40.42,8.75,136.8
423,54785,193900172,8515584,16632,942477,442995,254578882,207661525,11957,40.46,8.74,136.9
424,32874,136964568,9232384,18032,867727,265950,195456848,157911889,11366,40.47,8.72,136.9
425,89410,248520678,8552448,16704,1543717,494714,332076123,199929305,55263,40.42,8.73,136.9
426,60994,205693354,9240576,18048,1359655,368815,256920004,223486662,15346,40.36,8.75,137.0
427,48227,135643761,8187904,15992,1122911,313822,227971635,154220938,17886,40.36,8.78,137.0
428,41645,131811788,8622080,16840,1075876,369426,217093653,141110015,13432,40.35,8.8,137.0
429,45422,165992954,7819264,15272,1219808,376622,218691584,176949456,12363,40.33,8.63,137.0
430,65444,257991899,8880128,17344,1632762,550812,332122633,291597389,17872,40.35,8.78,137.0
431,34635,181269415,8101888,15824,1185029,417100,249548009,171993511,13760,40.4,8.78,137.0
432,37281,127237190,8949760,17480,1083883,310351,223573407,163213660,20987,40.43,8.8,137.0
433,39844,183015063,7991296,15608,1047033,283457,216139170,166196659,16994,40.34,8.7,137.0
434,78145,205753554,8454144,16512,1147772,338346,277191843,226510634,18150,40.41,8.68,137.0
435,94305,242780178,8278016,16168,1505473,546398,314305315,246142147,41870,40.42,8.74,137.0
436,36287,154504110,8491008,16584,921671,256376,208107962,158851429,9206,40.46,8.75,137.0
437,38689,218857867,8413184,16432,1189227,415134,261257069,219510239,10356,40.43,8.76,137.0
438,75130,195784487,8208384,16032,1180464,508059,247534325,211326179,12396,40.33,8.71,137.0
439,65870,193368603,8474624,16552,1112407,434343,259639539,240531948,11259,40.34,8.66,137.0
440,57540,243374002,8404992,16416,1628219,560851,332550767,188786271,20833,40.33,8.67,137.1
441,74723,203294057,9015296,17608,1186858,451465,250760570,238163465,13363,40.33,8.67,137.1
442,51436,187763688,8810496,17208,995994,376935,248141890,210637252,8911,40.29,8.65,137.0
443,49051,178829124,7741440,15120,1012884,349012,256435360,185924328,8254,40.39,8.78,137.1
444,48653,160931847,8302592,16216,1079225,380146,205383919,171376000,10538,40.36,8.68,137.0
445,65483,253444763,8241152,16096,1259741,496095,291815346,229641849,21505,40.39,8.77,137.0
446,52760,183289148,8077312,15776,1339837,432823,270045409,182601023,12320,40.42,8.75,137.0
447,67804,162168481,8486912,16576,1210440,363478,250728401,198502080,14843,40.42,8.8,137.1
448,44808,201841552,8282112,16176,1097883,404129,263084378,213568630,14484,40.42,8.81,137.1
449,60669,151653389,8695808,16984,1010365,388666,231698113,150926472,19323,40.41,8.69,137.0
450,99538,296447947,8073216,15768,1859352,455967,360202009,273402637,35874,40.34,8.8,137.1
451,54120,179914546,8364032,16336,1128499,389331,260300132,177927690,12710,40.42,8.77,137.1
452,47091,127469497,8306688,16224,801638,300919,183408400,150742117,12760,40.38,8.76,137.1
453,36416,200424847,8839168,17264,1209594,359399,270909885,185350732,12161,40.43,8.81,137.1
454,50973,151582395,8495104,16592,1029868,347100,218222252,149478311,16671,40.35,8.75,137.1
455,99939,228430515,8794112,17176,1437976,409941,326935807,200315926,28882,40.44,8.75,137.1
456,82996,224397073,8499200,16600,1107371,374237,287171019,233232680,17834,40.42,8.78,137.1
457,57887,165123659,8024064,15672,1056107,406730,243759015,204250531,13371,40.4,8.78,137.2
458,40773,196243265,7860224,15352,1112632,422781,254911405,225027482,7369,37.56,6.94,137.2
459,96055,243668755,4571136,8928,1909117,392423,313035644,205331378,13353,39.87,6.76,137.2
460,105494,297970193,0,0,2052819,285507,314668989,247688559,32841,40.02,6.76,128.5
461,63545,289376918,43753472,85456,2339890,303953,383515325,238367678,22739,40.06,6.87,128.9
462,108420,323141708,426008576,832048,2282523,272407,400713210,328219702,16851,40.08,6.89,129.5
463,136450,333909359,38215680,74640,1964285,336392,374138785,355628950,13528,40.02,6.9,130.0
464,63493,188396050,48091136,93928,1394819,197395,226168024,167043879,7428,40.12,6.95,130.4
465,240444,501456305,0,0,2636923,531160,567050042,504383573,13998,40.14,7.03,130.8
466,51116,158438061,0,0,1146860,120849,219934149,143678875,9178,40.16,7.01,131.0
467,151373,359165497,0,0,1995323,202846,444650706,413706837,13068,40.1,6.92,131.3
468,73494,305960493,0,0,1819124,296812,355973774,315681932,7407,40.12,6.82,131.5
469,55554,182823014,512000,1000,1314354,118087,218894695,158522355,8517,40.02,6.82,131.7
470,115908,347750387,0,0,2170330,353545,409489022,359627355,19824,40.05,6.92,131.9
471,111168,277069409,0,0,1736630,228349,357838786,304945443,10524,39.9,6.86,132.0
472,89275,210687407,0,0,1071628,211904,248975812,232674700,4248,40.05,6.89,132.0
473,76794,297306315,428163072,836256,2009933,208822,357668162,318322908,9015,40.04,6.74,132.1
474,81510,270119048,453472256,885688,1971481,171400,341293277,300559266,7600,39.93,6.63,132.3
475,80114,239077595,59518976,116248,1252417,178536,267347415,215359651,12657,40.06,6.71,132.5
476,103137,286842232,0,0,2036766,239645,364105510,281288597,8731,39.94,6.67,132.4
477,66921,269123869,0,0,2047113,201318,336232060,247658774,3797,39.97,6.66,132.4
478,76752,298296045,0,0,1889624,288187,339165614,293001828,6083,40.02,6.71,132.3
479,48912,170124721,569344,1112,1313577,185838,242259718,180525505,5252,39.93,6.75,132.3
480,125842,378426179,0,0,2107400,364441,453811635,373759581,15135,39.94,6.61,132.3
481,88218,251940171,0,0,2035219,215687,368958973,193992377,5094,39.79,6.35,132.3
482,43826,239850441,0,0,1742626,30686,276867520,209690055,3326,39.91,6.48,132.3
483,87755,278686195,0,0,1704366,119138,317549330,274982901,7929,40.02,6.82,132.0
484,51109,181836932,225280,440,1289284,156513,245168154,166070082,5787,40.12,6.9,132.0
485,126167,375201701,0,0,2300138,355782,446270341,375598864,9923,40.22,6.88,132.1
486,99081,290006231,64655360,126280,1224245,204044,335312647,281103165,10853,40.15,6.77,132.2
487,65269,235894137,405106688,791224,1411799,159835,280783041,244482770,4538,40.16,6.85,132.3
488,68945,284576904,0,0,1512734,351510,344036674,252881132,5571,40.15,6.84,132.4
489,83092,326973199,512000,1000,1399936,270339,348261285,272792297,7819,40.11,6.79,132.4
490,138341,373597621,44810240,87520,1988302,423720,437247428,390230386,13669,40.12,6.84,132.5
491,42739,222026544,0,0,1303476,119708,257706325,220860642,5726,40.04,6.75,132.5
492,98438,297230878,355811328,694944,2155335,270687,397120961,312509335,7548,40.09,6.73,132.5
493,111083,313246171,113950720,222560,2486591,250327,445957590,263445206,17352,40.1,6.81,132.6
494,48732,193814289,1286144,2512,1348782,165744,255934473,211592934,4392,40.09,6.71,132.6
495,160208,394590039,127090688,248224,2126381,402130,448651388,385355701,28126,40.18,6.83,132.6
496,58484,230047549,292036608,570384,1349298,168053,270560695,218318362,4866,40.13,6.74,132.6
497,92211,297236217,177725440,347120,2152991,232515,361926764,291383624,7567,40.13,6.7,132.7
498,87683,317761135,0,0,1396734,273061,345853711,333312333,6073,40.13,6.87,132.7
499,59982,272505171,0,0,1890719,229738,340773471,243116106,4692,40.07,6.85,132.6
500,78242,274879461,311296,608,1453212,296915,304034769,243470816,1901,40.01,6.93,132.6
501,127918,326103655,0,0,2248736,337580,413046211,309022613,10689,40.06,6.95,132.7
502,30263,215330738,0,0,1382196,181612,271427158,181819898,3689,40.01,6.92,132.7
503,58556,282547210,0,0,2360449,307268,378205807,269331978,9492,40.06,6.91,132.7
504,48986,187489250,143360,280,1401261,178121,212165268,179405650,8966,40.1,6.8,132.7
505,101708,377339960,454656,888,2531385,318074,444448409,360025622,24452,40.08,6.68,132.7
506,69065,219056821,0,0,1346183,207939,255491324,204653273,5886,40.08,6.74,132.7
507,82057,345844300,0,0,2199233,311058,401487825,341475417,13214,40.06,6.75,132.6
508,65508,291975064,0,0,2088478,197334,316764457,259846844,4787,40.05,6.79,132.6
509,53581,182791259,0,0,1356282,189824,236903955,203382383,4685,40.06,6.82,132.5
510,79276,382202357,225280,440,2403417,461637,423121048,365596470,11244,40.05,6.79,132.7
511,89577,310958930,0,0,1956578,220760,353017081,299984962,8217,40.06,6.9,132.6
512,60542,296291165,0,0,2307497,281328,357125557,233408498,12196,40.19,7.01,132.6
513,53312,154595424,0,0,1310404,209872,208033891,149600119,3411,40.33,7.09,132.6
514,65105,223021448,143360,280,2190646,282658,314095530,211840938,14958,40.38,7.18,132.7
515,87160,317664489,368640,720,1758452,275458,332582455,288064057,16138,40.29,7.13,132.9
516,79431,323144017,0,0,2271902,286628,386066083,248410089,9678,40.39,7.16,132.9
517,93578,240512346,0,0,1430258,261875,290226012,252222884,6794,40.32,7.07,133.0
518,61031,213596573,0,0,1755203,253112,330785119,235857223,16342,40.34,7.19,133.1
519,76293,234466542,0,0,1855993,268898,322221743,235345003,14582,40.4,7.13,133.1
520,107237,405937823,45785088,89424,2413676,537426,474716903,423505219,22603,40.39,7.11,133.3
521,59117,235850974,479232,936,1294106,297707,297801562,253977509,6850,40.38,7.15,133.3
522,120469,309601409,0,0,1420773,335509,354031212,332513005,11019,40.37,7.12,133.4
523,113102,334545088,0,0,1878946,233804,361625269,298262039,8169,40.38,7.13,133.4
524,83688,238115837,143360,280,1253490,163145,268712333,210035480,9451,40.38,7.18,133.4
525,132004,403815531,1486848,2904,2534227,547323,491925150,340134795,13472,40.35,7.13,133.4
526,56177,356449326,151638016,296168,2158949,375665,374984349,309529609,7204,40.42,7.11,133.5
527,66655,203888885,0,0,1499018,204354,259948862,173647200,5260,40.44,7.12,133.5
528,50144,268221631,0,0,1878757,316789,342505893,272031077,4989,40.27,6.92,133.5
529,49258,150769145,0,0,1407108,162926,221730556,169280357,7338,40.1,6.6,133.5
530,127973,415912999,253952,496,2250250,428373,468349548,378137056,12373,40.05,6.54,133.4
531,109625,293114381,0,0,1891555,136069,362052336,252721369,6026,39.96,6.49,133.2
532,93832,281850232,0,0,1770411,94802,345523104,259336005,1753,40.05,6.52,133.0
533,94466,280836626,0,0,1959270,95692,325108238,253596269,4858,40.09,6.57,132.9
534,30409,176792140,143360,280,1407342,252738,252837472,147427957,773,40.08,6.58,132.7
535,98885,361312645,454656,888,2202901,341665,384674761,321896095,3822,40.12,6.65,132.6
536,102000,328066566,0,0,1770486,283466,378217366,297518388,6877,40.12,6.55,132.5
537,66920,224177157,0,0,1218282,163619,255328365,188458826,3852,40.05,6.54,132.5
538,83349,239927162,0,0,1706998,120873,322381874,224764065,3942,40.08,6.5,132.4
539,88455,295096711,114688,224,2018901,119179,348770879,301319493,4164,40.08,6.55,132.2
540,76254,227133055,368640,720,1643501,176410,253142612,246648118,13338,40.1,6.52,132.3
541,135498,358022908,0,0,2081004,162430,411911287,367208974,8172,40.0,6.5,132.2
542,78940,309539515,0,0,2125967,129296,391096121,296356142,5071,40.17,6.56,132.1
543,37949,170376045,0,0,1290338,126774,233625730,175365776,2291,40.04,6.5,132.0
544,90123,338070324,0,0,2050657,150699,375912841,333015170,4765,40.02,6.7,132.0
545,81027,362985951,225280,440,2449241,401322,438759185,347397060,15438,40.05,6.8,132.1
546,78538,222589699,0,0,1039566,219384,255110674,230688822,3713,40.14,6.87,132.1
547,106996,291225004,0,0,2009847,242261,384153303,331905672,8640,40.15,6.98,132.1
548,87989,250890550,0,0,1561794,223636,319494091,260500955,9196,40.11,6.88,132.2
549,146925,411171337,55316480,108040,2533752,377238,475322751,380653291,18013,40.11,6.43,132.3
550,59221,243630965,140234752,273896,1640819,197181,275719043,212292527,4695,40.16,6.58,132.4
551,96377,239574930,7245824,14152,1717715,131970,292870775,260415335,4403,39.96,6.18,132.4
552,79269,266572098,7548928,14744,1434741,61166,305125458,264086047,2664,40.11,6.4,132.5
553,90969,205945316,7561216,14768,1315788,47126,242771568,182874491,1607,39.97,6.15,132.4
554,68162,164641080,6180864,12072,860521,54972,199336719,181270069,1980,40.2,6.62,132.5
555,99260,299945897,7311360,14280,1331339,160595,291244068,277417593,16427,40.01,6.34,132.4
556,153088,384311714,6574080,12840,1820132,134557,436889610,359986094,7726,40.35,6.4,132.4
557,62552,162678591,7380992,14416,1210383,78516,225364350,152739213,1903,40.02,6.17,132.4
558,104441,300394772,7376896,14408,1998774,114894,344830997,283306352,1770,40.32,6.36,132.5
559,58483,145436433,6434816,12568,866649,40383,176702985,140460520,2926,40.01,6.35,132.5
560,38541,177953501,7118848,13904,1131694,76114,213313473,177295094,8102,40.23,6.24,132.4
561,83417,333134758,7163904,13992,1914620,173199,358924677,318579193,4940,39.97,6.27,132.5
562,62018,170632550,7405568,14464,1240253,104745,211667273,182294339,474,40.2,6.35,132.4
563,49164,230203527,7573504,14792,1325828,39831,282026251,224644119,828,39.88,6.09,132.4
564,35116,128712371,6799360,13280,1130999,45208,205044259,130019257,320,40.1,6.46,132.4
565,58785,158474690,7127040,13920,1157045,106333,210423643,173042851,9775,39.84,6.37,132.3
566,53992,190411085,6832128,13344,1411909,130925,268934903,183127654,5341,40.14,6.38,132.3
567,64263,173403936,6819840,13320,1345868,114082,203168828,178078037,1567,39.91,6.27,132.3
568,70639,213331424,7467008,14584,1365707,92695,280140233,233581981,3483,40.07,6.36,132.4
569,47900,149397406,5963776,11648,678562,27098,179197826,164079945,1780,39.86,6.23,132.3
570,61311,309782305,7475200,14600,1625231,180857,336679904,283793009,960,40.08,6.35,132.3
571,30900,188448102,6955008,13584,1315881,106840,230157715,198207822,1386,39.88,6.12,132.3
572,50381,171025937,7315456,14288,1276433,85166,208873062,187493673,1425,40.12,6.22,132.3
573,48817,159872588,8155136,15928,1027590,31429,197009282,145558386,1360,39.85,6.05,132.3
574,61417,195013704,7053312,13776,1408066,61729,269161969,218002444,3086,39.98,6.43,132.2
575,61086,229672078,7200768,14064,1533932,133123,261708317,179026987,7383,39.91,6.17,132.2
576,55816,241987720,7888896,15408,1384727,124363,254124042,230412973,6800,40.0,6.42,132.2
577,80579,254171954,7979008,15584,1588439,67944,292423017,259464586,2345,39.87,6.02,132.2
578,38886,139745995,6901760,13480,881711,38539,166292418,151612431,1131,39.95,6.38,132.2
579,69506,219156544,7368704,14392,1141068,42418,254796678,237641922,3009,39.87,6.29,132.1
580,49655,217299896,5623808,10984,1320972,153334,259442733,176824505,8833,39.98,6.46,132.1
581,58175,191526292,7151616,13968,1176287,149051,214608161,164597954,4232,39.86,6.22,132.1
582,74357,247142515,7028736,13728,1607132,69936,317333345,277330763,4182,40.07,6.33,132.1
583,62264,135997739,7192576,14048,852385,23614,183356758,144669106,3632,39.86,6.17,132.1
584,60021,234837650,7516160,14680,1567143,66643,281109017,244848370,1381,40.05,6.38,132.1
585,57843,187221345,7274496,14208,1495966,108057,247072292,167735995,12800,39.88,6.14,132.1
586,40086,203193619,6942720,13560,1117852,100723,223329764,200840391,3649,40.0,6.27,132.1
587,46183,159073748,7548928,14744,1194161,42735,229731966,142685540,1443,39.85,6.14,132.1
588,70269,196237695,7278592,14216,1344627,61450,257515748,182966430,2101,39.97,6.25,132.1
589,30450,184006835,7217152,14096,1108839,35030,217992517,142957792,1201,39.96,6.28,132.1
590,91018,310119969,7528448,14704,2148268,111803,344261199,294789740,12996,40.02,6.4,132.1
591,27522,156869958,6750208,13184,1158262,66844,215369334,155208080,1618,39.95,6.32,132.1
592,73226,187727719,5918720,11560,1546700,79496,247709431,212768055,2240,40.13,6.33,132.1
593,35934,144559138,6864896,13408,1075960,37821,176004480,160467269,2197,39.91,6.11,132.1
594,32593,157370236,7512064,14672,1090397,43441,195842353,171485856,1266,40.07,6.33,132.1
595,94924,309912458,7553024,14752,1786634,201426,358440862,324021746,11554,40.0,6.24,132.1
596,36649,142183392,6963200,13600,1068442,55975,184265201,114307786,2697,40.12,6.37,132.1
597,54673,141204903,7233536,14128,1084273,65285,175351468,140382975,2288,39.99,6.07,132.1
598,74486,214924560,7675904,14992,1514984,101363,275970327,227391076,561,40.06,6.3,132.2
599,32719,181647939,6426624,12552,1118717,32311,222431194,165268390,1264,40.06,6.35,132.1
600,268355,845267391,6905856,13488,3527523,169524,603549945,526214502,16209,40.1,6.29,132.2
601,48139,225823936,5883904,11492,1438805,145360,262297384,184727176,3606,39.9,6.24,132.2
602,55557,164876523,6696960,13080,1182245,63263,199700864,138500320,1059,40.06,6.13,132.3
603,46130,214339904,7393280,14440,1294360,29800,269391167,183577246,1724,39.95,6.28,132.3
604,69696,161887670,6766592,13216,1116193,44025,198184443,174808464,2631,40.13,6.35,132.3
605,61094,208576773,6860800,13400,1449564,124566,245354201,182919440,6817,39.97,6.25,132.3
606,61827,244578705,7245824,14152,1741081,155545,275970789,224115877,4328,40.09,6.28,132.3
607,51422,152974752,7073792,13816,1121172,50919,166189278,163462126,3894,39.88,6.26,132.3
608,35976,132515922,6967296,13608,829407,23212,174813300,99932335,2778,39.97,6.19,132.2
609,55046,216527728,6479872,12656,1461993,51201,260985592,192029172,3343,39.92,6.32,132.2
610,60411,219309452,6975488,13624,1310024,137862,232621396,200515409,9745,40.0,6.31,132.2
611,71794,237228398,6807552,13296,1267992,140759,267509343,231688041,13240,39.91,6.2,132.2
612,67072,246425051,7299072,14256,1577993,85976,293356705,237722850,1676,40.05,6.26,132.2
613,24806,103029433,7307264,14272,873092,13572,147593931,119684805,1494,39.92,6.13,132.2
614,57598,190488691,7827456,15288,1352082,53750,259383730,212838831,1893,40.11,6.38,132.1
615,91006,258975124,6852608,13384,1770218,180356,333647782,248348383,9226,39.99,6.21,132.2
616,31980,176994327,6758400,13200,1260834,56786,205708651,149863106,1374,40.14,6.33,132.1
617,41213,161252977,6115328,11944,1064675,61889,192557230,114432179,2140,39.92,6.33,132.2
618,69973,224654234,7380992,14416,1712354,51078,297921784,253414612,3349,40.09,6.28,132.1
619,44219,148748938,5959680,11640,1202588,29007,217557002,111036503,724,39.99,6.32,132.1
620,55214,158571233,7430144,14512,1262496,128317,226048482,144801526,5275,40.06,6.23,132.1
621,95608,256046886,6246400,12200,1355513,174926,285740390,267442908,6348,39.98,6.34,132.1
622,107594,227109783,6443008,12584,1629526,65958,284496895,258809861,4886,40.07,6.04,132.2
623,57221,172395780,7520256,14688,1250242,49361,242090835,160612461,903,40.03,6.3,132.2
624,32319,214844257,7892992,15416,1491874,43310,266686681,227802694,1982,40.05,6.2,132.1
625,28817,147762999,6987776,13648,1203825,109235,187111953,119457059,4152,40.03,6.29,132.1
626,87419,248104287,6918144,13512,1819904,134708,318645726,213274812,6685,40.01,6.22,132.1
627,67660,187367181,6471680,12640,1022390,75086,213525804,194065956,2491,40.0,6.24,132.1
628,48393,171754140,7311360,14280,994867,55664,188252106,175624963,2021,39.97,6.14,132.1
629,71438,230619876,7745536,15128,1606465,65046,265836035,224835183,2591,39.99,6.4,132.1
630,48890,204554974,6672384,13032,1167501,133435,234142307,151100263,2997,39.98,6.18,132.1
631,56588,197304446,7766016,15168,1605608,104755,299257064,174185683,2439,39.91,6.24,132.1
632,51753,153633029,7335936,14328,946898,40139,181295549,143458441,3161,39.96,6.08,132.1
633,55088,232460244,8622080,16840,1445841,49089,267550034,209852672,1432,39.95,6.21,132.1
634,48412,143130553,7499776,14648,1042395,25008,202296487,161547445,2054,40.05,6.24,132.0
635,88263,336786126,7921664,15472,1660232,158256,350489764,266481634,16082,39.92,6.28,132.0
636,70822,172702972,6733824,13152,950926,68609,204660374,183736289,1733,39.98,6.23,132.0
637,75663,165232554,7704576,15048,948248,40646,202496697,186560734,2786,39.9,6.13,132.1
638,38101,253344750,7143424,13952,1470316,69599,268247380,229501273,1224,39.97,6.15,132.0
639,31193,153348794,7905280,15440,723636,20344,161516947,132565123,1142,39.94,6.41,132.0
640,100885,289235052,7479296,14608,1547752,161058,330241856,291061747,7092,40.03,6.18,132.0
641,65778,199560338,7327744,14312,1259204,75427,223990367,165221213,8472,39.88,6.19,132.0
642,48435,183781397,7811072,15256,1029015,75598,192065190,153782770,2383,39.93,6.17,132.1
643,65237,230595192,7606272,14856,1345788,36352,258958972,212295766,1454,39.87,6.16,132.1
644,47280,148694765,8314880,16240,840325,43522,178950649,169631518,1698,40.0,6.34,132.0
645,93332,293057831,7372800,14400,1472394,120251,315301244,298113820,12386,39.88,6.23,132.1
646,79130,232263781,7499776,14648,1138676,129428,248012747,223960963,10487,40.0,6.24,132.0
647,62638,237528863,7696384,15032,1600044,57541,303176135,204291511,2082,39.91,6.13,132.1
648,35423,153762676,7290880,14240,870284,44363,194842761,132065187,302,40.05,6.21,132.1
649,58871,153741765,7413760,14480,1620514,41884,232426821,156733831,638,39.91,6.3,132.0
650,28668,219555838,6402048,12504,1464004,134297,237286675,153504622,1311,40.0,6.25,132.0
651,30546,194934474,7368704,14392,1344140,129304,222917648,176918684,1785,39.9,6.16,132.0
652,67383,213769073,8122368,15864,1764612,61780,277403305,210161768,4134,40.01,6.21,132.1
653,56466,152002567,7098368,13864,1016157,35136,221336717,123889966,1404,39.97,6.14,132.1
654,28646,162330646,7901184,15432,911813,46208,180754441,155744977,951,40.09,6.28,132.0
655,54323,247314469,7319552,14296,1601371,129082,305495008,191014873,5791,39.97,6.17,132.0
656,85362,292808672,7454720,14560,1549587,207940,329255414,225007130,5924,40.0,6.36,132.1
657,40800,178403500,7536640,14720,988249,49840,206450067,191022073,1812,39.93,6.24,132.1
658,83015,214757163,7614464,14872,1487134,68682,289792157,227013894,2638,40.01,6.21,132.1
